blinded_document_id,doc_key,subtheme_id,original_status,rep1_raw_verdict,rep2_raw_verdict,rep1_gate,rep2_gate,rep1_verdict_after_gate,rep2_verdict_after_gate,auditor_verdict,repetitions_agree,cross_model_outcome,rep1_turn_id,rep2_turn_id,is_designated_control,final_absence_label,label_downgraded,label_reason,union_speakers,intersection_speakers
DOC_5E7C5B45F7,macho_meals_fg2_run02,C.2,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_5E7C5B45F7,macho_meals_fg2_run02,C.3,ORIGINAL_GEMINI_PRESENT_QUOTE_VERIFIED,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,EVIDENCE_FOUND,EVIDENCE_FOUND,AUDITOR_EVIDENCE_FOUND,True,PRESENCE_CONCURRED,T038,T038,False,,,,P3,P3
DOC_5E7C5B45F7,macho_meals_fg2_run02,D,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_5E8E19FE05,human::fg5,A.1,ORIGINAL_GEMINI_PRESENT_QUOTE_VERIFIED,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,EVIDENCE_FOUND,EVIDENCE_FOUND,AUDITOR_EVIDENCE_FOUND,True,PRESENCE_CONCURRED,T058,T058,False,,,,P1,P1
DOC_5E8E19FE05,human::fg5,A.2,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_5E8E19FE05,human::fg5,A.3,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_5E8E19FE05,human::fg5,B.1,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_5E8E19FE05,human::fg5,B.2,ORIGINAL_GEMINI_PRESENT_QUOTE_VERIFIED,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,EVIDENCE_FOUND,EVIDENCE_FOUND,AUDITOR_EVIDENCE_FOUND,True,PRESENCE_CONCURRED,T020,T020,False,,,,P3,P3
DOC_5E8E19FE05,human::fg5,B.3,ORIGINAL_GEMINI_PRESENT_QUOTE_VERIFIED,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,EVIDENCE_FOUND,EVIDENCE_FOUND,AUDITOR_EVIDENCE_FOUND,True,PRESENCE_CONCURRED,T049,T049,False,,,,P4,P4
DOC_5E8E19FE05,human::fg5,B.4,ORIGINAL_GEMINI_PRESENT_QUOTE_VERIFIED,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,EVIDENCE_FOUND,EVIDENCE_FOUND,AUDITOR_EVIDENCE_FOUND,True,PRESENCE_CONCURRED,T063,T017,True,,,,P1|P4,
DOC_5E8E19FE05,human::fg5,C.1,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_5E8E19FE05,human::fg5,C.2,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_5E8E19FE05,human::fg5,C.3,ORIGINAL_GEMINI_PRESENT_QUOTE_VERIFIED,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,EVIDENCE_FOUND,EVIDENCE_FOUND,AUDITOR_EVIDENCE_FOUND,True,PRESENCE_CONCURRED,T116,T116,False,,,,P3,P3
DOC_5E8E19FE05,human::fg5,D,ORIGINAL_GEMINI_ABSENCE,UNCERTAIN,EVIDENCE_FOUND,,EVIDENCE_LOCALISED,UNCERTAIN,EVIDENCE_FOUND,AUDITOR_UNRESOLVED,False,ABSENCE_UNRESOLVED,T015,T015,False,ABSENCE_UNRESOLVED,False,,P3,
DOC_62191FF7A9,macho_meals_fg2_run01,A.1,ORIGINAL_GEMINI_PRESENT_QUOTE_VERIFIED,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,EVIDENCE_FOUND,EVIDENCE_FOUND,AUDITOR_EVIDENCE_FOUND,True,PRESENCE_CONCURRED,T021,T021,False,,,,P5,P5
DOC_62191FF7A9,macho_meals_fg2_run01,A.2,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_62191FF7A9,macho_meals_fg2_run01,A.3,ORIGINAL_GEMINI_ABSENCE,UNCERTAIN,NO_EVIDENCE_FOUND,,,UNCERTAIN,NO_EVIDENCE_FOUND,AUDITOR_UNRESOLVED,False,ABSENCE_UNRESOLVED,T024,,False,ABSENCE_UNRESOLVED,False,,,
DOC_62191FF7A9,macho_meals_fg2_run01,B.1,ORIGINAL_GEMINI_PRESENT_QUOTE_VERIFIED,UNCERTAIN,UNCERTAIN,,,UNCERTAIN,UNCERTAIN,AUDITOR_UNRESOLVED,True,PRESENCE_UNRESOLVED,T023,T023,False,,,,,
DOC_62191FF7A9,macho_meals_fg2_run01,B.2,ORIGINAL_GEMINI_PRESENT_QUOTE_VERIFIED,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,EVIDENCE_FOUND,EVIDENCE_FOUND,AUDITOR_EVIDENCE_FOUND,True,PRESENCE_CONCURRED,T018,T018,False,,,,P3,P3
DOC_62191FF7A9,macho_meals_fg2_run01,B.3,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,EVIDENCE_FOUND,,EVIDENCE_LOCALISED,NO_EVIDENCE_FOUND,EVIDENCE_FOUND,AUDITOR_UNRESOLVED,False,ABSENCE_UNRESOLVED,,T017,False,ABSENCE_UNRESOLVED,False,,P4,
DOC_62191FF7A9,macho_meals_fg2_run01,B.4,ORIGINAL_GEMINI_PRESENT_QUOTE_VERIFIED,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,EVIDENCE_FOUND,EVIDENCE_FOUND,AUDITOR_EVIDENCE_FOUND,True,PRESENCE_CONCURRED,T034,T034,False,,,,P4,P4
DOC_62191FF7A9,macho_meals_fg2_run01,C.1,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_62191FF7A9,macho_meals_fg2_run01,C.2,ORIGINAL_GEMINI_ABSENCE,EVIDENCE_FOUND,UNCERTAIN,EVIDENCE_LOCALISED,,EVIDENCE_FOUND,UNCERTAIN,AUDITOR_UNRESOLVED,False,ABSENCE_UNRESOLVED,T017,T029,False,ABSENCE_UNRESOLVED,False,,P4,
DOC_62191FF7A9,macho_meals_fg2_run01,C.3,ORIGINAL_GEMINI_ABSENCE,UNCERTAIN,NO_EVIDENCE_FOUND,,,UNCERTAIN,NO_EVIDENCE_FOUND,AUDITOR_UNRESOLVED,False,ABSENCE_UNRESOLVED,T029,,False,ABSENCE_UNRESOLVED,False,,,
DOC_62191FF7A9,macho_meals_fg2_run01,D,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_7360E12D6B,macho_meals_fg3_run02,A.1,ORIGINAL_GEMINI_PRESENT_QUOTE_VERIFIED,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,EVIDENCE_FOUND,EVIDENCE_FOUND,AUDITOR_EVIDENCE_FOUND,True,PRESENCE_CONCURRED,T017,T017,False,,,,P2,P2
DOC_7360E12D6B,macho_meals_fg3_run02,A.2,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_7360E12D6B,macho_meals_fg3_run02,A.3,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_7360E12D6B,macho_meals_fg3_run02,B.1,ORIGINAL_GEMINI_ABSENCE,UNCERTAIN,UNCERTAIN,,,UNCERTAIN,UNCERTAIN,AUDITOR_UNRESOLVED,True,ABSENCE_UNRESOLVED,T010,T010,False,ABSENCE_UNRESOLVED,False,,,
DOC_7360E12D6B,macho_meals_fg3_run02,B.2,ORIGINAL_GEMINI_PRESENT_QUOTE_VERIFIED,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,EVIDENCE_FOUND,EVIDENCE_FOUND,AUDITOR_EVIDENCE_FOUND,True,PRESENCE_CONCURRED,T018,T018,False,,,,P3,P3
DOC_7360E12D6B,macho_meals_fg3_run02,B.3,ORIGINAL_GEMINI_ABSENCE,UNCERTAIN,NO_EVIDENCE_FOUND,,,UNCERTAIN,NO_EVIDENCE_FOUND,AUDITOR_UNRESOLVED,False,ABSENCE_UNRESOLVED,T021,,False,ABSENCE_UNRESOLVED,False,,,
DOC_7360E12D6B,macho_meals_fg3_run02,B.4,ORIGINAL_GEMINI_PRESENT_QUOTE_VERIFIED,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,EVIDENCE_FOUND,EVIDENCE_FOUND,AUDITOR_EVIDENCE_FOUND,True,PRESENCE_CONCURRED,T031,T031,False,,,,P1,P1
DOC_7360E12D6B,macho_meals_fg3_run02,C.1,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_7360E12D6B,macho_meals_fg3_run02,C.2,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,UNCERTAIN,,,NO_EVIDENCE_FOUND,UNCERTAIN,AUDITOR_UNRESOLVED,False,ABSENCE_UNRESOLVED,,T021,False,ABSENCE_UNRESOLVED,False,,,
DOC_7360E12D6B,macho_meals_fg3_run02,C.3,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_7360E12D6B,macho_meals_fg3_run02,D,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_7CB3BED8F8,macho_meals_fg1_run02,A.1,ORIGINAL_GEMINI_PRESENT_QUOTE_VERIFIED,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,EVIDENCE_FOUND,EVIDENCE_FOUND,AUDITOR_EVIDENCE_FOUND,True,PRESENCE_CONCURRED,T020,T020,False,,,,P4,P4
DOC_7CB3BED8F8,macho_meals_fg1_run02,A.2,ORIGINAL_GEMINI_ABSENCE,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,EVIDENCE_FOUND,EVIDENCE_FOUND,AUDITOR_EVIDENCE_FOUND,True,ABSENCE_CONTESTED,T024,T030,False,ABSENCE_CONTESTED,False,evidence gate passed in both repetitions; a contested absence is verified against the transcript and is unaffected by the subtheme eligibility rule,P2|P3,
DOC_7CB3BED8F8,macho_meals_fg1_run02,A.3,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_7CB3BED8F8,macho_meals_fg1_run02,B.1,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_7CB3BED8F8,macho_meals_fg1_run02,B.2,ORIGINAL_GEMINI_PRESENT_QUOTE_VERIFIED,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,EVIDENCE_FOUND,EVIDENCE_FOUND,AUDITOR_EVIDENCE_FOUND,True,PRESENCE_CONCURRED,T021,T020,False,,,,P4|P5,
DOC_7CB3BED8F8,macho_meals_fg1_run02,B.3,ORIGINAL_GEMINI_ABSENCE,UNCERTAIN,UNCERTAIN,,,UNCERTAIN,UNCERTAIN,AUDITOR_UNRESOLVED,True,ABSENCE_UNRESOLVED,T018,T018,False,ABSENCE_UNRESOLVED,False,,,
DOC_7CB3BED8F8,macho_meals_fg1_run02,B.4,ORIGINAL_GEMINI_PRESENT_QUOTE_VERIFIED,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,EVIDENCE_FOUND,EVIDENCE_FOUND,AUDITOR_EVIDENCE_FOUND,True,PRESENCE_CONCURRED,T018,T018,False,,,,P2,P2
DOC_7CB3BED8F8,macho_meals_fg1_run02,C.1,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_7CB3BED8F8,macho_meals_fg1_run02,C.2,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_7CB3BED8F8,macho_meals_fg1_run02,C.3,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_7CB3BED8F8,macho_meals_fg1_run02,D,ORIGINAL_GEMINI_ABSENCE,UNCERTAIN,UNCERTAIN,,,UNCERTAIN,UNCERTAIN,AUDITOR_UNRESOLVED,True,ABSENCE_UNRESOLVED,T026,T026,False,ABSENCE_UNRESOLVED,False,,,
DOC_87E9A953B6,human::fg1,A.1,ORIGINAL_GEMINI_PRESENT_QUOTE_VERIFIED,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,EVIDENCE_FOUND,EVIDENCE_FOUND,AUDITOR_EVIDENCE_FOUND,True,PRESENCE_CONCURRED,T029,T029,False,,,,P5,P5
DOC_87E9A953B6,human::fg1,A.2,ORIGINAL_GEMINI_PRESENT_QUOTE_VERIFIED,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,EVIDENCE_FOUND,EVIDENCE_FOUND,AUDITOR_EVIDENCE_FOUND,True,PRESENCE_CONCURRED,T023,T026,False,,,,P1|P3,
DOC_87E9A953B6,human::fg1,A.3,ORIGINAL_GEMINI_ABSENCE,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,EVIDENCE_FOUND,EVIDENCE_FOUND,AUDITOR_EVIDENCE_FOUND,True,ABSENCE_CONTESTED,T030,T030,False,ABSENCE_CONTESTED,False,evidence gate passed in both repetitions; a contested absence is verified against the transcript and is unaffected by the subtheme eligibility rule,P4,P4
DOC_87E9A953B6,human::fg1,B.1,ORIGINAL_GEMINI_PRESENT_QUOTE_VERIFIED,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,EVIDENCE_FOUND,EVIDENCE_FOUND,AUDITOR_EVIDENCE_FOUND,True,PRESENCE_CONCURRED,T048,T048,True,,,,P4,P4
DOC_87E9A953B6,human::fg1,B.2,ORIGINAL_GEMINI_PRESENT_QUOTE_VERIFIED,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,EVIDENCE_FOUND,EVIDENCE_FOUND,AUDITOR_EVIDENCE_FOUND,True,PRESENCE_CONCURRED,T044,T044,True,,,,P1,P1
DOC_87E9A953B6,human::fg1,B.3,ORIGINAL_GEMINI_PRESENT_QUOTE_VERIFIED,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,EVIDENCE_FOUND,EVIDENCE_FOUND,AUDITOR_EVIDENCE_FOUND,True,PRESENCE_CONCURRED,T036,T036,False,,,,P4,P4
DOC_87E9A953B6,human::fg1,B.4,ORIGINAL_GEMINI_PRESENT_QUOTE_VERIFIED,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,EVIDENCE_FOUND,EVIDENCE_FOUND,AUDITOR_EVIDENCE_FOUND,True,PRESENCE_CONCURRED,T041,T041,False,,,,P2,P2
DOC_87E9A953B6,human::fg1,C.1,ORIGINAL_GEMINI_PRESENT_QUOTE_VERIFIED,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,EVIDENCE_FOUND,EVIDENCE_FOUND,AUDITOR_EVIDENCE_FOUND,True,PRESENCE_CONCURRED,T048,T048,False,,,,P4,P4
DOC_87E9A953B6,human::fg1,C.2,ORIGINAL_GEMINI_ABSENCE,UNCERTAIN,UNCERTAIN,,,UNCERTAIN,UNCERTAIN,AUDITOR_UNRESOLVED,True,ABSENCE_UNRESOLVED,T037,T037,False,ABSENCE_UNRESOLVED,False,,,
DOC_87E9A953B6,human::fg1,C.3,ORIGINAL_GEMINI_PRESENT_QUOTE_VERIFIED,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,EVIDENCE_FOUND,EVIDENCE_FOUND,AUDITOR_EVIDENCE_FOUND,True,PRESENCE_CONCURRED,T042,T042,True,,,,P1,P1
DOC_87E9A953B6,human::fg1,D,ORIGINAL_GEMINI_ABSENCE,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,EVIDENCE_FOUND,EVIDENCE_FOUND,AUDITOR_EVIDENCE_FOUND,True,ABSENCE_CONTESTED,T038,T038,False,ABSENCE_CONTESTED,False,evidence gate passed in both repetitions; a contested absence is verified against the transcript and is unaffected by the subtheme eligibility rule,P5,P5
DOC_C71426C1B1,human::fg2,A.1,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,T012,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_C71426C1B1,human::fg2,A.2,ORIGINAL_GEMINI_PRESENT_QUOTE_VERIFIED,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,EVIDENCE_FOUND,EVIDENCE_FOUND,AUDITOR_EVIDENCE_FOUND,True,PRESENCE_CONCURRED,T013,T013,False,,,,P2,P2
DOC_C71426C1B1,human::fg2,A.3,ORIGINAL_GEMINI_PRESENT_QUOTE_VERIFIED,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,EVIDENCE_FOUND,EVIDENCE_FOUND,AUDITOR_EVIDENCE_FOUND,True,PRESENCE_CONCURRED,T014,T014,True,,,,P5,P5
DOC_C71426C1B1,human::fg2,B.1,ORIGINAL_GEMINI_ABSENCE,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,UNCERTAIN_QUOTATION_NOT_IN_NAMED_TURN,EVIDENCE_FOUND,UNCERTAIN,AUDITOR_UNRESOLVED,False,ABSENCE_UNRESOLVED,T023,T023,False,ABSENCE_UNRESOLVED,False,,P2,
DOC_C71426C1B1,human::fg2,B.2,ORIGINAL_GEMINI_PRESENT_QUOTE_VERIFIED,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,EVIDENCE_FOUND,EVIDENCE_FOUND,AUDITOR_EVIDENCE_FOUND,True,PRESENCE_CONCURRED,T028,T028,False,,,,P1,P1
DOC_C71426C1B1,human::fg2,B.3,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,T019,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
DOC_C71426C1B1,human::fg2,B.4,ORIGINAL_GEMINI_PRESENT_QUOTE_VERIFIED,EVIDENCE_FOUND,UNCERTAIN,EVIDENCE_LOCALISED,,EVIDENCE_FOUND,UNCERTAIN,AUDITOR_UNRESOLVED,False,PRESENCE_UNRESOLVED,T030,T030,False,,,,P2,
DOC_C71426C1B1,human::fg2,C.1,ORIGINAL_GEMINI_PRESENT_QUOTE_VERIFIED,EVIDENCE_FOUND,EVIDENCE_FOUND,EVIDENCE_LOCALISED,EVIDENCE_LOCALISED,EVIDENCE_FOUND,EVIDENCE_FOUND,AUDITOR_EVIDENCE_FOUND,True,PRESENCE_CONCURRED,T024,T024,True,,,,P4,P4
DOC_C71426C1B1,human::fg2,C.2,ORIGINAL_GEMINI_ABSENCE,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,,,NO_EVIDENCE_FOUND,NO_EVIDENCE_FOUND,AUDITOR_DID_NOT_FIND_EVIDENCE,True,ABSENCE_CORROBORATED,,T019,False,AUDITOR_DID_NOT_FIND_EVIDENCE,True,"global gate is PROCEED_DETECTION_ONLY, not PROCEED_WITH_ABSENCE_CORROBORATION",,
