doc_key,blinded_document_id,subtheme_id,subtheme_label,side,condition,fg,canonical_replication_index,physical_run
macho_meals_fg4_run04,DOC_81B366A05D,B.1,Natural,synthetic,enriched,fg4,2,macho_meals_fg4_run04
macho_meals_fg4_run04,DOC_81B366A05D,B.3,Necessary,synthetic,enriched,fg4,2,macho_meals_fg4_run04
macho_meals_fg4_run04,DOC_81B366A05D,C.2,Insufficient,synthetic,enriched,fg4,2,macho_meals_fg4_run04
macho_meals_fg4_run04,DOC_81B366A05D,C.3,Not nice,synthetic,enriched,fg4,2,macho_meals_fg4_run04
macho_meals_fg4_run04,DOC_81B366A05D,D,D) Extreme cases,synthetic,enriched,fg4,2,macho_meals_fg4_run04
macho_meals_fg5_demoonly_run01,DOC_6FA268A3B9,A.2,No influence,synthetic,demographics-only,fg5,1,macho_meals_fg5_demoonly_run01
macho_meals_fg5_demoonly_run01,DOC_6FA268A3B9,B.1,Natural,synthetic,demographics-only,fg5,1,macho_meals_fg5_demoonly_run01
macho_meals_fg5_demoonly_run01,DOC_6FA268A3B9,B.3,Necessary,synthetic,demographics-only,fg5,1,macho_meals_fg5_demoonly_run01
macho_meals_fg5_demoonly_run01,DOC_6FA268A3B9,C.1,Unnatural,synthetic,demographics-only,fg5,1,macho_meals_fg5_demoonly_run01
macho_meals_fg5_demoonly_run01,DOC_6FA268A3B9,C.2,Insufficient,synthetic,demographics-only,fg5,1,macho_meals_fg5_demoonly_run01
macho_meals_fg5_demoonly_run01,DOC_6FA268A3B9,C.3,Not nice,synthetic,demographics-only,fg5,1,macho_meals_fg5_demoonly_run01
macho_meals_fg5_demoonly_run02,DOC_774165119D,A.2,No influence,synthetic,demographics-only,fg5,2,macho_meals_fg5_demoonly_run02
macho_meals_fg5_demoonly_run02,DOC_774165119D,A.3,"No influence, but...",synthetic,demographics-only,fg5,2,macho_meals_fg5_demoonly_run02
macho_meals_fg5_demoonly_run02,DOC_774165119D,B.1,Natural,synthetic,demographics-only,fg5,2,macho_meals_fg5_demoonly_run02
macho_meals_fg5_demoonly_run02,DOC_774165119D,B.3,Necessary,synthetic,demographics-only,fg5,2,macho_meals_fg5_demoonly_run02
macho_meals_fg5_demoonly_run02,DOC_774165119D,C.1,Unnatural,synthetic,demographics-only,fg5,2,macho_meals_fg5_demoonly_run02
macho_meals_fg5_demoonly_run02,DOC_774165119D,C.2,Insufficient,synthetic,demographics-only,fg5,2,macho_meals_fg5_demoonly_run02
macho_meals_fg5_demoonly_run02,DOC_774165119D,C.3,Not nice,synthetic,demographics-only,fg5,2,macho_meals_fg5_demoonly_run02
macho_meals_fg5_demoonly_run02,DOC_774165119D,D,D) Extreme cases,synthetic,demographics-only,fg5,2,macho_meals_fg5_demoonly_run02
macho_meals_fg5_demoonly_run03,DOC_DDEB141600,A.2,No influence,synthetic,demographics-only,fg5,3,macho_meals_fg5_demoonly_run03
macho_meals_fg5_demoonly_run03,DOC_DDEB141600,A.3,"No influence, but...",synthetic,demographics-only,fg5,3,macho_meals_fg5_demoonly_run03
macho_meals_fg5_demoonly_run03,DOC_DDEB141600,B.1,Natural,synthetic,demographics-only,fg5,3,macho_meals_fg5_demoonly_run03
macho_meals_fg5_demoonly_run03,DOC_DDEB141600,B.3,Necessary,synthetic,demographics-only,fg5,3,macho_meals_fg5_demoonly_run03
macho_meals_fg5_demoonly_run03,DOC_DDEB141600,B.4,Nice,synthetic,demographics-only,fg5,3,macho_meals_fg5_demoonly_run03
macho_meals_fg5_demoonly_run03,DOC_DDEB141600,C.1,Unnatural,synthetic,demographics-only,fg5,3,macho_meals_fg5_demoonly_run03
macho_meals_fg5_demoonly_run03,DOC_DDEB141600,C.2,Insufficient,synthetic,demographics-only,fg5,3,macho_meals_fg5_demoonly_run03
macho_meals_fg5_demoonly_run03,DOC_DDEB141600,C.3,Not nice,synthetic,demographics-only,fg5,3,macho_meals_fg5_demoonly_run03
macho_meals_fg5_demoonly_run03,DOC_DDEB141600,D,D) Extreme cases,synthetic,demographics-only,fg5,3,macho_meals_fg5_demoonly_run03
macho_meals_fg5_run01,DOC_38E95A714D,A.2,No influence,synthetic,enriched,fg5,1,macho_meals_fg5_run01
macho_meals_fg5_run01,DOC_38E95A714D,A.3,"No influence, but...",synthetic,enriched,fg5,1,macho_meals_fg5_run01
macho_meals_fg5_run01,DOC_38E95A714D,B.1,Natural,synthetic,enriched,fg5,1,macho_meals_fg5_run01
macho_meals_fg5_run01,DOC_38E95A714D,B.3,Necessary,synthetic,enriched,fg5,1,macho_meals_fg5_run01
macho_meals_fg5_run01,DOC_38E95A714D,C.1,Unnatural,synthetic,enriched,fg5,1,macho_meals_fg5_run01
macho_meals_fg5_run01,DOC_38E95A714D,C.2,Insufficient,synthetic,enriched,fg5,1,macho_meals_fg5_run01
macho_meals_fg5_run01,DOC_38E95A714D,D,D) Extreme cases,synthetic,enriched,fg5,1,macho_meals_fg5_run01
macho_meals_fg5_run03,DOC_1E2FD20F40,A.2,No influence,synthetic,enriched,fg5,2,macho_meals_fg5_run03
macho_meals_fg5_run03,DOC_1E2FD20F40,B.1,Natural,synthetic,enriched,fg5,2,macho_meals_fg5_run03
macho_meals_fg5_run03,DOC_1E2FD20F40,B.3,Necessary,synthetic,enriched,fg5,2,macho_meals_fg5_run03
macho_meals_fg5_run03,DOC_1E2FD20F40,C.1,Unnatural,synthetic,enriched,fg5,2,macho_meals_fg5_run03
macho_meals_fg5_run03,DOC_1E2FD20F40,C.2,Insufficient,synthetic,enriched,fg5,2,macho_meals_fg5_run03
macho_meals_fg5_run03,DOC_1E2FD20F40,C.3,Not nice,synthetic,enriched,fg5,2,macho_meals_fg5_run03
macho_meals_fg5_run03,DOC_1E2FD20F40,D,D) Extreme cases,synthetic,enriched,fg5,2,macho_meals_fg5_run03
macho_meals_fg5_run04,DOC_754D3677B3,A.2,No influence,synthetic,enriched,fg5,3,macho_meals_fg5_run04
macho_meals_fg5_run04,DOC_754D3677B3,A.3,"No influence, but...",synthetic,enriched,fg5,3,macho_meals_fg5_run04
macho_meals_fg5_run04,DOC_754D3677B3,B.1,Natural,synthetic,enriched,fg5,3,macho_meals_fg5_run04
macho_meals_fg5_run04,DOC_754D3677B3,B.3,Necessary,synthetic,enriched,fg5,3,macho_meals_fg5_run04
macho_meals_fg5_run04,DOC_754D3677B3,B.4,Nice,synthetic,enriched,fg5,3,macho_meals_fg5_run04
macho_meals_fg5_run04,DOC_754D3677B3,C.1,Unnatural,synthetic,enriched,fg5,3,macho_meals_fg5_run04
macho_meals_fg5_run04,DOC_754D3677B3,C.2,Insufficient,synthetic,enriched,fg5,3,macho_meals_fg5_run04
macho_meals_fg5_run04,DOC_754D3677B3,C.3,Not nice,synthetic,enriched,fg5,3,macho_meals_fg5_run04
macho_meals_fg5_run04,DOC_754D3677B3,D,D) Extreme cases,synthetic,enriched,fg5,3,macho_meals_fg5_run04
