fg,condition,run,transcript_sha256,turn_id,speaker_masked,is_participant,prev_speaker_is_participant,n_words,n_clauses,label,evidence_quote,target_turn_id,evidence_verified,chunk_index
fg1,enriched,macho_meals_fg1_run02,6c421997d64c5606c333ce8bec4d2213a3bacedb525f218a437bcb04a851cf33,T029,Speaker E,True,True,239,25,agreement,"Yeah, that's the thing though, isn't it? What Speaker D's saying — the normalcy bit is the blocker.",T028,ok,1
fg1,enriched,macho_meals_fg1_run02,6c421997d64c5606c333ce8bec4d2213a3bacedb525f218a437bcb04a851cf33,T030,Speaker D,True,True,263,30,disagreement,"Yeah, but hang on — we are questioning it right now though, aren't we?",T029,ok,1
fg1,enriched,macho_meals_fg1_run02,6c421997d64c5606c333ce8bec4d2213a3bacedb525f218a437bcb04a851cf33,T031,Speaker E,True,True,249,24,agreement,"Yeah, okay, that's fair. Speaker D's right — we can see it.",T030,ok,1
fg1,enriched,macho_meals_fg1_run02,6c421997d64c5606c333ce8bec4d2213a3bacedb525f218a437bcb04a851cf33,T033,Speaker C,True,False,257,26,neutral_elaboration,"I get what they're saying, but it's a bit different for me I think.",,ok,1
fg1,enriched,macho_meals_fg1_run02,6c421997d64c5606c333ce8bec4d2213a3bacedb525f218a437bcb04a851cf33,T035,Speaker B,True,False,245,21,agreement,"I'm kind of with Speaker C on the ""it's just food"" bit, actually.",T033,ok,2
fg1,enriched,macho_meals_fg1_run02,6c421997d64c5606c333ce8bec4d2213a3bacedb525f218a437bcb04a851cf33,T037,Speaker E,True,False,242,25,agreement,I think Speaker B's right about the accessibility thing mattering,T035,ok,2
fg1,enriched,macho_meals_fg1_run02,6c421997d64c5606c333ce8bec4d2213a3bacedb525f218a437bcb04a851cf33,T037,Speaker E,True,False,242,25,disagreement,"I'm not sure that's what's actually blocking it for me, to be honest.",T035,ok,2
fg1,enriched,macho_meals_fg1_run02,6c421997d64c5606c333ce8bec4d2213a3bacedb525f218a437bcb04a851cf33,T038,Speaker B,True,True,272,27,disagreement,"I'm not sure you're giving the accessibility thing enough credit, to be honest.",T037,ok,2
fg1,enriched,macho_meals_fg1_run02,6c421997d64c5606c333ce8bec4d2213a3bacedb525f218a437bcb04a851cf33,T038,Speaker B,True,True,272,27,agreement,"And yeah, the social thing's real too.",T037,ok,2
fg1,enriched,macho_meals_fg1_run02,6c421997d64c5606c333ce8bec4d2213a3bacedb525f218a437bcb04a851cf33,T040,Speaker C,True,False,331,37,agreement,Speaker B's right that accessibility matters more than Speaker E's giving it credit for.,T038,ok,2
fg1,enriched,macho_meals_fg1_run02,6c421997d64c5606c333ce8bec4d2213a3bacedb525f218a437bcb04a851cf33,T040,Speaker C,True,False,331,37,agreement,Speaker E's right that just having the stuff available doesn't automatically make it feel normal.,T037,ok,2
fg1,enriched,macho_meals_fg1_run02,6c421997d64c5606c333ce8bec4d2213a3bacedb525f218a437bcb04a851cf33,T040,Speaker C,True,False,331,37,disagreement,you can't manufacture that for plant-based stuff just by making it easier to access.,T038,ok,2
fg1,enriched,macho_meals_fg1_run02,6c421997d64c5606c333ce8bec4d2213a3bacedb525f218a437bcb04a851cf33,T041,Speaker B,True,True,279,29,disagreement,"I think you're making it sound like it all has to flip at once, and I'm not sure that's how it actually happens.",T040,ok,2
fg1,enriched,macho_meals_fg1_run02,6c421997d64c5606c333ce8bec4d2213a3bacedb525f218a437bcb04a851cf33,T042,Speaker C,True,True,299,29,disagreement,"that woman in your village, she's not proving what you're saying, is she?",T041,ok,2
fg1,enriched,macho_meals_fg1_run02,6c421997d64c5606c333ce8bec4d2213a3bacedb525f218a437bcb04a851cf33,T042,Speaker C,True,True,299,29,agreement,She's kind of proving what Speaker C was saying.,T040,ok,2
fg1,enriched,macho_meals_fg1_run02,6c421997d64c5606c333ce8bec4d2213a3bacedb525f218a437bcb04a851cf33,T044,Speaker D,True,False,252,27,agreement,I think Speaker C's right actually.,T042,ok,2
fg1,enriched,macho_meals_fg1_run02,6c421997d64c5606c333ce8bec4d2213a3bacedb525f218a437bcb04a851cf33,T044,Speaker D,True,False,252,27,disagreement,And I think that's the thing Speaker B's missing a bit.,T041,ok,2
fg1,enriched,macho_meals_fg1_run02,6c421997d64c5606c333ce8bec4d2213a3bacedb525f218a437bcb04a851cf33,T046,Speaker A,True,False,291,40,agreement,I think they've got a point,T044,ok,2
fg1,enriched,macho_meals_fg1_run02,6c421997d64c5606c333ce8bec4d2213a3bacedb525f218a437bcb04a851cf33,T046,Speaker A,True,False,291,40,disagreement,I'm not sure it's as black and white as they're making it sound either.,T044,ok,2
fg1,enriched,macho_meals_fg1_run03,004c67f4b3b80299ccdef837ea3436c46841faabaf1bca63170d2d25f0022d42,T001,Speaker A,True,False,109,11,neutral_elaboration,For me it's probably the pub,,ok,0
fg1,enriched,macho_meals_fg1_run03,004c67f4b3b80299ccdef837ea3436c46841faabaf1bca63170d2d25f0022d42,T002,Speaker B,True,True,127,13,agreement,"Yeah, that makes sense. Pubs are good for that",T001,ok,0
fg1,enriched,macho_meals_fg1_run03,004c67f4b3b80299ccdef837ea3436c46841faabaf1bca63170d2d25f0022d42,T003,Speaker A,True,True,104,14,agreement,"Yeah, that's a good point actually",T002,ok,0
fg1,enriched,macho_meals_fg1_run03,004c67f4b3b80299ccdef837ea3436c46841faabaf1bca63170d2d25f0022d42,T004,Speaker B,True,True,147,13,agreement,"Exactly, yeah. No last orders stress",T003,ok,0
fg1,enriched,macho_meals_fg1_run03,004c67f4b3b80299ccdef837ea3436c46841faabaf1bca63170d2d25f0022d42,T005,Speaker A,True,True,154,15,agreement,Speaker B's right that there's less structure to it,T004,ok,0
fg1,enriched,macho_meals_fg1_run03,004c67f4b3b80299ccdef837ea3436c46841faabaf1bca63170d2d25f0022d42,T007,Speaker C,True,False,190,18,agreement,similar to what Speaker A said,T001,ok,0
fg1,enriched,macho_meals_fg1_run03,004c67f4b3b80299ccdef837ea3436c46841faabaf1bca63170d2d25f0022d42,T009,Speaker D,True,False,218,21,neutral_elaboration,"Yeah, for me it's pretty practical",,ok,0
fg1,enriched,macho_meals_fg1_run03,004c67f4b3b80299ccdef837ea3436c46841faabaf1bca63170d2d25f0022d42,T010,Speaker E,True,True,257,24,agreement,I'd say that's pretty much where I'm at too,T009,ok,0
fg1,enriched,macho_meals_fg1_run03,004c67f4b3b80299ccdef837ea3436c46841faabaf1bca63170d2d25f0022d42,T010,Speaker E,True,True,257,24,disagreement,But I don't think that means it's not deep,T009,ok,0
fg1,enriched,macho_meals_fg1_run03,004c67f4b3b80299ccdef837ea3436c46841faabaf1bca63170d2d25f0022d42,T011,Speaker D,True,True,182,22,agreement,"Yeah, fair point actually. I didn't mean it wasn't deep",T010,ok,0
fg1,enriched,macho_meals_fg1_run03,004c67f4b3b80299ccdef837ea3436c46841faabaf1bca63170d2d25f0022d42,T012,Speaker E,True,True,269,28,agreement,"Yeah, exactly — that's kind of what I was getting at.",T011,ok,0
fg1,enriched,macho_meals_fg1_run03,004c67f4b3b80299ccdef837ea3436c46841faabaf1bca63170d2d25f0022d42,T014,Speaker C,True,False,288,29,agreement,Speaker E's right that the defensiveness thing is a bit embarrassing,T012,ok,0
fg1,enriched,macho_meals_fg1_run03,004c67f4b3b80299ccdef837ea3436c46841faabaf1bca63170d2d25f0022d42,T015,Speaker E,True,True,291,25,disagreement,I think you might be underselling it a bit actually,T014,ok,0
fg1,enriched,macho_meals_fg1_run03,004c67f4b3b80299ccdef837ea3436c46841faabaf1bca63170d2d25f0022d42,T016,Speaker C,True,True,301,29,disagreement,"I think you're kind of flattening it a bit there, to be honest.",T015,ok,1
fg1,enriched,macho_meals_fg1_run03,004c67f4b3b80299ccdef837ea3436c46841faabaf1bca63170d2d25f0022d42,T018,Speaker D,True,False,256,26,agreement,"Yeah, I think Speaker C's got a point, to be honest.",T016,ok,1
fg1,enriched,macho_meals_fg1_run03,004c67f4b3b80299ccdef837ea3436c46841faabaf1bca63170d2d25f0022d42,T018,Speaker D,True,False,256,26,disagreement,I don't think that means you're just... accepting it without actually choosing.,T015,ok,1
fg1,enriched,macho_meals_fg1_run03,004c67f4b3b80299ccdef837ea3436c46841faabaf1bca63170d2d25f0022d42,T020,Speaker B,True,False,320,32,agreement,Speaker E's right that the pressure is real,T015,ok,1
fg1,enriched,macho_meals_fg1_run03,004c67f4b3b80299ccdef837ea3436c46841faabaf1bca63170d2d25f0022d42,T020,Speaker B,True,False,320,32,agreement,Speaker C and Speaker D are right that you do make genuine choices,T018,ok,1
fg1,enriched,macho_meals_fg1_run03,004c67f4b3b80299ccdef837ea3436c46841faabaf1bca63170d2d25f0022d42,T020,Speaker B,True,False,320,32,disagreement,how would you know if you'd actually want it,T018,ok,1
fg1,enriched,macho_meals_fg1_run03,004c67f4b3b80299ccdef837ea3436c46841faabaf1bca63170d2d25f0022d42,T022,Speaker B,True,False,265,29,neutral_elaboration,there's definitely something there. It's not the norm,,ok,1
fg1,enriched,macho_meals_fg1_run03,004c67f4b3b80299ccdef837ea3436c46841faabaf1bca63170d2d25f0022d42,T024,Speaker A,True,False,255,25,agreement,"Yeah, I think Speaker B's right about that — the marking yourself out bit.",T022,ok,1
fg1,enriched,macho_meals_fg1_run03,004c67f4b3b80299ccdef837ea3436c46841faabaf1bca63170d2d25f0022d42,T026,Speaker C,True,False,309,33,neutral_elaboration,"honestly, quite a lot would need to change for me",,ok,1
fg1,enriched,macho_meals_fg1_run03,004c67f4b3b80299ccdef837ea3436c46841faabaf1bca63170d2d25f0022d42,T027,Speaker A,True,True,274,29,agreement,"Yeah, that's fair. And I think you're being honest about it in a way that matters, actually.",T026,ok,1
fg1,enriched,macho_meals_fg1_run03,004c67f4b3b80299ccdef837ea3436c46841faabaf1bca63170d2d25f0022d42,T028,Speaker C,True,True,262,32,agreement,"what you're describing — the inertia, the fact that everything's already set up that way — that's real.",T027,ok,1
fg1,enriched,macho_meals_fg1_run03,004c67f4b3b80299ccdef837ea3436c46841faabaf1bca63170d2d25f0022d42,T029,Speaker A,True,True,215,31,agreement,"you're right, I was kind of... I dunno, making it sound more complicated than it is",T028,ok,1
fg1,enriched,macho_meals_fg1_run03,004c67f4b3b80299ccdef837ea3436c46841faabaf1bca63170d2d25f0022d42,T031,Speaker D,True,False,235,27,agreement,"Yeah, I think I'm mostly where they are",T029,ok,1
fg1,enriched,macho_meals_fg1_run03,004c67f4b3b80299ccdef837ea3436c46841faabaf1bca63170d2d25f0022d42,T031,Speaker D,True,False,235,27,disagreement,"I'm not entirely sure I can say it as cleanly as that, to be honest.",T029,ok,1
fg1,enriched,macho_meals_fg1_run03,004c67f4b3b80299ccdef837ea3436c46841faabaf1bca63170d2d25f0022d42,T032,Speaker E,True,True,307,28,agreement,"Yeah, I think Speaker D's being honest there in a way that matters, actually.",T031,ok,1
fg1,enriched,macho_meals_fg1_run03,004c67f4b3b80299ccdef837ea3436c46841faabaf1bca63170d2d25f0022d42,T032,Speaker E,True,True,307,28,disagreement,I'm not sure that fully lands.,T029,ok,1
fg1,enriched,macho_meals_fg1_run03,004c67f4b3b80299ccdef837ea3436c46841faabaf1bca63170d2d25f0022d42,T033,Speaker D,True,True,176,18,agreement,the uncertainty's actually kind of the most real part of it.,T032,ok,1
fg1,enriched,macho_meals_fg1_run03,004c67f4b3b80299ccdef837ea3436c46841faabaf1bca63170d2d25f0022d42,T035,Speaker B,True,False,273,24,agreement,I think what Speaker D and Speaker E are saying makes sense,T033,ok,2
fg1,enriched,macho_meals_fg1_run03,004c67f4b3b80299ccdef837ea3436c46841faabaf1bca63170d2d25f0022d42,T037,Speaker A,True,False,283,25,agreement,I think Speaker B's onto something important there about availability.,T035,ok,2
fg1,enriched,macho_meals_fg1_run03,004c67f4b3b80299ccdef837ea3436c46841faabaf1bca63170d2d25f0022d42,T038,Speaker E,True,True,266,25,agreement,I think Speaker D and Speaker B have it more sorted,T035,ok,2
fg1,enriched,macho_meals_fg1_run03,004c67f4b3b80299ccdef837ea3436c46841faabaf1bca63170d2d25f0022d42,T038,Speaker E,True,True,266,25,disagreement,"Speaker A, I think you're kind of trying to have it both ways here",T037,ok,2
fg1,enriched,macho_meals_fg1_run03,004c67f4b3b80299ccdef837ea3436c46841faabaf1bca63170d2d25f0022d42,T039,Speaker A,True,True,220,24,agreement,"So yeah, Speaker E's right — I was trying to have it both ways.",T038,ok,2
fg1,enriched,macho_meals_fg1_run03,004c67f4b3b80299ccdef837ea3436c46841faabaf1bca63170d2d25f0022d42,T040,Speaker E,True,True,288,24,disagreement,I'm not sure you can actually know what wanting feels like separate from what's been normal your whole life.,T039,ok,2
fg1,enriched,macho_meals_fg1_run03,004c67f4b3b80299ccdef837ea3436c46841faabaf1bca63170d2d25f0022d42,T042,Speaker B,True,False,296,29,agreement,I think Speaker E's right that you can't fully separate wanting from what's been normalized,T040,ok,2
fg1,enriched,macho_meals_fg1_run03,004c67f4b3b80299ccdef837ea3436c46841faabaf1bca63170d2d25f0022d42,T043,Speaker E,True,True,267,25,agreement,"Yeah, that's a fair point actually, Speaker B. And I think you're right",T042,ok,2
fg1,enriched,macho_meals_fg1_run03,004c67f4b3b80299ccdef837ea3436c46841faabaf1bca63170d2d25f0022d42,T045,Speaker C,True,False,300,26,agreement,about it needing to actually exist in your world before you can even consider it — that does ring true.,T042,ok,2
fg1,enriched,macho_meals_fg1_run03,004c67f4b3b80299ccdef837ea3436c46841faabaf1bca63170d2d25f0022d42,T045,Speaker C,True,False,300,26,agreement,Speaker D's right that you can't really know from inside it.,T033,ok,2
fg1,enriched,macho_meals_fg1_run03,004c67f4b3b80299ccdef837ea3436c46841faabaf1bca63170d2d25f0022d42,T047,Speaker C,True,False,304,26,agreement,Speaker E's right that you can't fully separate it.,T040,ok,2
fg1,enriched,macho_meals_fg1_run03,004c67f4b3b80299ccdef837ea3436c46841faabaf1bca63170d2d25f0022d42,T049,Speaker D,True,False,256,26,agreement,"I think Speaker C's got something there that I recognize, actually.",T047,ok,2
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T001,Speaker A,True,False,134,13,neutral_elaboration,for me it's probably the pub near where I live,,ok,0
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T002,Speaker B,True,True,137,14,neutral_elaboration,round here it's harder to find that kind of place,,ok,0
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T003,Speaker A,True,True,129,14,agreement,"No, fair point actually. I hadn't really thought about it that way.",T002,ok,0
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T003,Speaker A,True,True,129,14,agreement,the driving thing makes sense,T002,ok,0
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T003,Speaker A,True,True,129,14,neutral_elaboration,I've got options round here — there's loads of pubs within walking distance,,ok,0
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T004,Speaker B,True,True,180,22,agreement,"Exactly. And it changes what happens, doesn't it?",T003,ok,0
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T004,Speaker B,True,True,180,22,neutral_elaboration,I've got mates who've just kind of drifted because of that.,,ok,0
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T005,Speaker A,True,True,206,23,agreement,"That resonates with me, actually.",T004,ok,0
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T005,Speaker A,True,True,206,23,agreement,you're right about the messaging thing,T004,ok,0
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T005,Speaker A,True,True,206,23,neutral_elaboration,I've got a couple of mates who moved out,,ok,0
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T007,Speaker C,True,False,249,28,disagreement,I'm not as bad off as Speaker B makes it sound,T002,ok,0
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T007,Speaker C,True,False,249,28,agreement,"the messaging thing Speaker A mentioned — yeah, that tracks.",T005,ok,0
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T007,Speaker C,True,False,249,28,agreement,"becomes more... arranged, like Speaker B said",T004,ok,0
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T007,Speaker C,True,False,249,28,neutral_elaboration,I've got enough places round here in the North East,,ok,0
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T008,Speaker D,True,True,240,28,agreement,that's definitely true here as well,T007,ok,0
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T008,Speaker D,True,True,240,28,neutral_elaboration,"I've got loads of places round Birmingham — probably too many, honestly.",,ok,0
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T009,Speaker E,True,True,222,20,agreement,"you're right about what you said, Speaker D, about the vibe being attached to places now",T008,ok,0
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T009,Speaker E,True,True,222,20,agreement,"it does make it less accidental, like you said",T008,ok,0
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T009,Speaker E,True,True,222,20,neutral_elaboration,we've still got the pubs — loads of them,,ok,0
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T011,Speaker D,True,False,242,26,neutral_elaboration,"day to day I've got... I mean, there's a Tesco round the corner",,ok,0
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T012,Speaker E,True,True,243,27,disagreement,"It's not even just about having loads of options, it's that you're doing it on your own",T011,ok,0
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T012,Speaker E,True,True,243,27,neutral_elaboration,"when you go out with your mates and you're all deciding together, that's different",,ok,0
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T013,Speaker D,True,True,245,30,agreement,"The isolation bit is... yeah, that's the thing I reckon. You're right.",T012,ok,0
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T013,Speaker D,True,True,245,30,disagreement,"It's not really about having fewer choices being better though, is it?",T012,ok,0
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T013,Speaker D,True,True,245,30,neutral_elaboration,"when I'm out with the lads and we're deciding, it's quick",,ok,0
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T014,Speaker E,True,True,249,24,disagreement,"I don't think you're trapped either way, actually.",T013,ok,0
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T014,Speaker E,True,True,249,24,neutral_elaboration,"these apps, they're literally designed to keep you scrolling",,ok,0
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T015,Speaker D,True,True,248,27,disagreement,"I'm not sure it's the app doing it to you, is it?",T014,ok,1
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T015,Speaker D,True,True,248,27,neutral_elaboration,"The thing is, I do scroll for ages, but I don't think Deliveroo's forcing me.",,ok,1
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T017,Speaker C,True,False,273,23,disagreement,"I don't really get the stress of too much choice like you're describing, Speaker D.",T013,ok,1
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T017,Speaker C,True,False,273,23,neutral_elaboration,"For me it's more like... I know what I want — usually just a decent curry or whatever — and I'm checking which one hasn't got a three-hour delivery time, which one's gonna cost less.",,ok,1
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T019,Speaker B,True,False,256,26,agreement,But the thing Speaker C's saying about independents shutting down — that's the thing I've noticed.,T017,ok,1
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T019,Speaker B,True,False,256,26,disagreement,I'm not stressed about choosing between fifty options like Speaker D,T013,ok,1
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T019,Speaker B,True,False,256,26,neutral_elaboration,"I'll have the same curry place or the chippy, because I know it's decent and it arrives okay.",,ok,1
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T020,Speaker C,True,True,289,31,agreement,What you just said about making your peace with it.,T019,ok,1
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T020,Speaker C,True,True,289,31,neutral_elaboration,"You're just going along, ordering from the same few places, and you're not thinking about what's disappeared.",,ok,1
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T021,Speaker B,True,True,247,31,agreement,"Yeah, that's exactly it.",T020,ok,1
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T021,Speaker B,True,True,247,31,neutral_elaboration,I used to know the woman who ran the takeaway I mentioned.,,ok,1
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T022,Speaker C,True,True,301,36,disagreement,"we're kind of acting like this is just happening to us, like it's just the way things are. But we're choosing it too.",T021,ok,1
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T022,Speaker C,True,True,301,36,neutral_elaboration,"I use the apps, I order on my phone, I get it delivered.",,ok,1
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T024,Speaker E,True,False,302,31,neutral_elaboration,"when I'm ordering on my phone at home on my own, I'm not just making a choice about food.",,ok,1
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T026,Speaker A,True,False,230,25,agreement,"Yeah, I know what you mean. I've definitely felt that",T024,ok,1
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T026,Speaker A,True,False,230,25,neutral_elaboration,"going into a cafe on your own, sitting down with a coffee or whatever, there's this weird self-consciousness about it.",,ok,1
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T027,Speaker E,True,True,274,29,disagreement,"But that's not actually the only two options though, is it?",T026,ok,1
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T027,Speaker E,True,True,274,29,neutral_elaboration,The middle ground isn't gone because it's impossible.,,ok,1
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T028,Speaker A,True,True,223,17,agreement,I think you're right that we shouldn't just accept it.,T027,ok,1
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T028,Speaker A,True,True,223,17,challenge,"is there a middle ground that actually exists now, or are we already past that point in some places?",T027,ok,1
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T028,Speaker A,True,True,223,17,neutral_elaboration,I'm lucky I've got options round here.,,ok,1
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T029,Speaker E,True,True,277,28,agreement,"I think you're right that once the places are gone, you can't magic them back just by deciding to go out more.",T028,ok,1
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T029,Speaker E,True,True,277,28,disagreement,"But I'm not sure that means we're completely past the point either, at least not everywhere.",T028,ok,1
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T029,Speaker E,True,True,277,28,neutral_elaboration,"In Glasgow right now, it's more like... we're in the middle of it happening.",,ok,1
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T030,Speaker A,True,True,253,25,agreement,I get what you're saying about it being different when the places are still there,T029,ok,1
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T030,Speaker A,True,True,253,25,disagreement,"but I'm not sure that completely lets people off the hook though, is it?",T029,ok,1
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T030,Speaker A,True,True,253,25,neutral_elaboration,sometimes I still just order in because I can't be bothered going out.,,ok,1
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T032,Speaker B,True,False,279,32,agreement,because Speaker E was right about the isolation solving the self-consciousness problem,T029,ok,2
fg1,demographics-only,macho_meals_fg1_demoonly_run01,919c375ad999b6e47ca5a87d5ace20fba1152eb0a9592021a41f07e6286fa216,T032,Speaker B,True,False,279,32,neutral_elaboration,"Like, I can order a curry or a kebab or chips and no one's gonna clock it as weird.",,ok,2
