unit,side,condition,section_label_index,window_entry_index,guide_question_for_this_label,moderator_actually_asked,labels_displaced_in_this_run
macho_meals_fg1_demoonly_run03,synthetic,demographics-only,1,0,What’s your favourite place in your city to spend time with your male friends? Why? Feel free to be specific.,Let's get into it. What's your favourite place in your city or area to spend time with your male friends? Doesn't have to be anything fancy — just somewhere that feels like your spot. Why that place?,False
macho_meals_fg1_demoonly_run03,synthetic,demographics-only,2,8,How do you decide what to eat?,"Cheers Isaiah, that's an interesting take — that comfort thing maybe having a shelf life. Okay, let's shift to something a bit different. I want to ask about food specifically. How do you decide what to eat — day to day, or when you're out with your mates? Just whatever comes to mind first.",False
macho_meals_fg1_demoonly_run03,synthetic,demographics-only,3,22,Do you think your gender influences what you eat? Tell us more about why or why not.,"Yeah — that's a good place to land on that one. There's something in what you've all been saying about how much of what you eat is just... whatever's in front of you, or whatever the situation makes easy. Which actually leads nicely into where I want to take this next. I want to ask you something sl [...]",False
macho_meals_fg1_demoonly_run03,synthetic,demographics-only,4,30,Imagine you decided to go plant-based — what would need to change in your life for you to do that?,"Yeah, that's a real distinction — whether you're accepting something because you've made peace with it, or because there's no real alternative without it costing you. Let's take that into the next question, because it feels relevant. Imagine you actually decided to go plant-based — not just ordering [...]",False
macho_meals_fg1_demoonly_run03,synthetic,demographics-only,5,40,What might make plant-based foods more appealing to you or other men you know?,"That's a useful distinction — Will's dealing with something the others can kind of opt out of just by deciding to, whereas the infrastructure piece is just there regardless. Right, let's move on. You've been talking a lot about what would need to change for you individually — I want to flip it sligh [...]",False
macho_meals_fg2_demoonly_run01,synthetic,demographics-only,1,0,What’s your favourite place in your city to spend time with your male friends? Why? Feel free to be specific.,"Right, let's get into it. I want to ask about somewhere a bit more specific. Think about where you actually spend time with your male friends — not just a general area, but a particular place, maybe somewhere you go back to regularly. What's that spot for you, and what is it about that place that ma [...]",False
macho_meals_fg2_demoonly_run01,synthetic,demographics-only,2,8,How do you decide what to eat?,"That's a useful distinction actually — the place you go with the lads versus the place you go just to not have to think. Right, let's shift slightly. Still thinking about your everyday lives — how do you actually decide what to eat? Day to day, what shapes that?",False
macho_meals_fg2_demoonly_run01,synthetic,demographics-only,3,13,Do you think your gender influences what you eat? Tell us more about why or why not.,"Yeah, that distinction between 'I'm choosing not to think about it' and 'there's just not much there' is actually a useful one. Okay — let's shift direction a bit. So far we've been talking about where you eat and how you end up there. I want to move into something a bit different. Do you think your [...]",False
macho_meals_fg2_demoonly_run01,synthetic,demographics-only,4,25,Imagine you decided to go plant-based — what would need to change in your life for you to do that?,"Thanks Noah. So across the group there's something pretty consistent here — that awareness around what you order is real, it's context-dependent, and knowing it's there doesn't just switch it off. Right, I want to shift us to something a bit more hypothetical. Imagine you actually decided to go plan [...]",False
macho_meals_fg2_demoonly_run01,synthetic,demographics-only,5,39,What might make plant-based foods more appealing to you or other men you know?,There's something consistent coming through across all of you — it's less about whether you could do it and more about whether you'd actually want it enough to be the one doing something noticeably different. Let's move on from there. The next question is slightly different: rather than what would n [...],False
macho_meals_fg2_demoonly_run02,synthetic,demographics-only,1,0,What’s your favourite place in your city to spend time with your male friends? Why? Feel free to be specific.,"Let's get into it. Think about the places you actually go with your male friends — a pub, a park, someone's place, wherever it is for you. What's your go-to spot, and what keeps you coming back to it?",False
macho_meals_fg2_demoonly_run02,synthetic,demographics-only,2,11,How do you decide what to eat?,"Yeah, that point about adapting rather than just letting it drop — that's come through from a few of you. Connor, did you want to add anything quickly before we move on? And then I want to shift us onto something else.",False
macho_meals_fg2_demoonly_run02,synthetic,demographics-only,3,13,Do you think your gender influences what you eat? Tell us more about why or why not.,"Yeah, the geography of it is real — when you're already spread across a big city, the distance becomes its own kind of tax on top of everything else. Good. Let's shift to something related but a bit different. We've been talking about where you go and who you see — let's talk about what you actually [...]",False
macho_meals_fg2_demoonly_run02,synthetic,demographics-only,4,28,Imagine you decided to go plant-based — what would need to change in your life for you to do that?,"Noah, that last bit — men aren't supposed to be too visibly intentional about what they eat — that's a good place to hang onto. Let's take that into the next bit, because it connects directly to what I want to ask you all now. Imagine you actually decided to go properly plant-based — not just orderi [...]",False
macho_meals_fg2_demoonly_run02,synthetic,demographics-only,5,44,What might make plant-based foods more appealing to you or other men you know?,"Connor's just named something that hasn't come up until now — not a barrier exactly, more like the absence of a reason to bother. Which is maybe its own kind of friction. That actually takes us somewhere useful, because it raises the question of what would actually make the case for it. So let's go  [...]",False
macho_meals_fg2_demoonly_run03,synthetic,demographics-only,1,0,What’s your favourite place in your city to spend time with your male friends? Why? Feel free to be specific.,"Right, let's get into it. Thinking about the places where you actually spend time with your male friends — what's your favourite spot in your area for that? Could be a pub, somewhere outdoors, someone's house, whatever comes to mind. And why that place?",False
macho_meals_fg2_demoonly_run03,synthetic,demographics-only,2,12,How do you decide what to eat?,"Sounds like whatever the city, the pull towards familiar spots is pretty strong — even when there's no shortage of alternatives. Let's shift gears a bit. Thinking about your day-to-day now — how do you actually decide what to eat? What goes into that for you?",False
macho_meals_fg2_demoonly_run03,synthetic,demographics-only,3,17,Do you think your gender influences what you eat? Tell us more about why or why not.,"That distinction Henry's drawing — the pub being about the routine rather than the food — feels like a useful place to leave that thread. Let's take it somewhere related. Thinking about what you actually eat, not just where you go — do you think your gender influences what you eat? Why or why not?",False
macho_meals_fg2_demoonly_run03,synthetic,demographics-only,4,30,Imagine you decided to go plant-based — what would need to change in your life for you to do that?,"Yeah, that makes sense — it's the context that shifts, not what ends up on the plate. I think that's a useful distinction. Okay, let's move on because I want to make sure we get to something I'm keen to hear you all on. Imagine you actually decided to go plant-based — not just cut back a bit, but pr [...]",False
macho_meals_fg2_demoonly_run03,synthetic,demographics-only,5,37,What might make plant-based foods more appealing to you or other men you know?,"Connor's framing of it as something that 'costs you something' — not just once, but every time — feels like it captures what this conversation has been circling. Right, let's build on that and shift slightly. Thinking about men more broadly, not just yourselves — what do you think would actually mak [...]",False
macho_meals_fg3_demoonly_run01,synthetic,demographics-only,1,0,What’s your favourite place in your city to spend time with your male friends? Why? Feel free to be specific.,"We're going to move on to our first proper question, and I'd love to hear from everyone on this one. What's your favourite place in your town or city to spend time with your male friends — and why? Could be anywhere. Take it wherever feels right.",False
macho_meals_fg3_demoonly_run01,synthetic,demographics-only,2,8,How do you decide what to eat?,"Paul, that last bit — 'you can be embedded somewhere and still be quite alone' — that's worth keeping in the room. We don't have to resolve it now, but it's not nothing. Let's move on, because what you've all been circling around actually connects to something I want us to go a bit deeper on — which [...]",False
macho_meals_fg3_demoonly_run01,synthetic,demographics-only,3,16,Do you think your gender influences what you eat? Tell us more about why or why not.,"Paul, that last bit — I'm not going to pretend it's not lonely — that's worth sitting with for a second. And it connects to something that keeps coming up across what everyone's said: whether food is mostly fuel and convenience, or whether it's also about who you're with when you're eating it. That  [...]",False
macho_meals_fg3_demoonly_run01,synthetic,demographics-only,4,24,Imagine you decided to go plant-based — what would need to change in your life for you to do that?,"There's something in what you've both said there that I want to hold onto — this idea that it's not really about cooking, it's about knowing how to do something for yourself and for other people. That's been running through quite a bit of what we've talked about today. Let me shift us somewhere conn [...]",False
macho_meals_fg3_demoonly_run01,synthetic,demographics-only,5,34,What might make plant-based foods more appealing to you or other men you know?,"Andrew — yeah. That makes sense. And I think that's actually a useful place to leave it — not tidy, but honest. Trying imperfectly versus not trying and knowing you didn't. You've all covered a lot of ground here, and I want to keep moving because I don't want to lose what's still to come. So let me [...]",False
macho_meals_fg3_demoonly_run02,synthetic,demographics-only,1,0,What’s your favourite place in your city to spend time with your male friends? Why? Feel free to be specific.,"Let's get into it properly. First question: what's your favourite place in your city or town to spend time with your male friends? And feel free to be as specific as you like — actual places, not just 'the pub' in the abstract.",False
macho_meals_fg3_demoonly_run02,synthetic,demographics-only,2,6,How do you decide what to eat?,"Daniel, that's a good place to pause — that thing about noticing it more as you get older, the difference when you've not had it for a while. Let's carry some of that into the next thing I want to ask about. Andrew, John, Paul — we'll hear more from you as we go. So shifting gears slightly: when it  [...]",False
macho_meals_fg3_demoonly_run02,synthetic,demographics-only,3,13,Do you think your gender influences what you eat? Tell us more about why or why not.,"Nick, that's a different position to what a few of the others were describing — and I think that tension's actually worth sitting with. There's something in this group between 'this is just how it works' and 'but you could choose differently.' That's a real difference, not just a small one. Let me p [...]",False
macho_meals_fg3_demoonly_run02,synthetic,demographics-only,4,21,Imagine you decided to go plant-based — what would need to change in your life for you to do that?,"John — thank you for saying that. 'I don't know where being considerate stops and just disappearing starts' — that's something worth sitting with. There's a thread running through what Paul and Daniel and John have all just said — something about what you'd actually want if nobody was watching, and  [...]",False
macho_meals_fg3_demoonly_run02,synthetic,demographics-only,5,34,What might make plant-based foods more appealing to you or other men you know?,"Nick — 'how do you get back to knowing what you want, if you've spent long enough not letting yourself want anything.' That's a good place to leave that thread. Let me bring in a slightly different angle on it. You've all been talking about what would need to change in your own lives — and a lot of  [...]",False
macho_meals_fg3_demoonly_run03,synthetic,demographics-only,1,0,What’s your favourite place in your city to spend time with your male friends? Why? Feel free to be specific.,"Right, let's move on. I want to ask you all about where you actually spend time with your male friends — like, if you think of your own city or town, is there a place you'd go back to again and again with the lads? What is it about that place?",False
macho_meals_fg3_demoonly_run03,synthetic,demographics-only,2,9,How do you decide what to eat?,"Good stuff. So there's a real range there — from John having that pub almost baked into his routine, to Andrew and Paul finding it harder to get the momentum going, to Nick having something similar to John's setup but having to consciously stick at it. Interesting that the effort question keeps comi [...]",False
macho_meals_fg3_demoonly_run03,synthetic,demographics-only,3,22,Do you think your gender influences what you eat? Tell us more about why or why not.,"Thanks Nick — and yeah, that's a fair point, the commute has been doing a lot of work in this conversation. What's interesting is that even without it, you're landing in a similar place to John: you're not strategising too hard, you're just getting on with it. Whether you're fighting the chaos like  [...]",False
macho_meals_fg3_demoonly_run03,synthetic,demographics-only,4,38,Imagine you decided to go plant-based — what would need to change in your life for you to do that?,"There's something that's come through in what you've all been working through here — this gap between noticing something and actually doing something with it. Daniel's one night a week sits differently from the rest of it, and I think you've all felt why. Let me take us somewhere related. Imagine yo [...]",False
macho_meals_fg3_demoonly_run03,synthetic,demographics-only,5,50,What might make plant-based foods more appealing to you or other men you know?,"John, that's a useful place to land — that the ordinary thing doesn't actually need that much explaining, you just have to do it. Let me take that somewhere, because it connects to something I want to ask you all before we finish. You've all been talking about what would need to change for you perso [...]",False
macho_meals_fg4_demoonly_run01,synthetic,demographics-only,0,0,"Hi everyone, thanks so much for joining the focus group today. We’re going to take about 45 minutes to talk about your f [...]","Okay, let's start simply. What's your favourite place in your city to spend time with your male friends? Why? Feel free to be specific.",True
macho_meals_fg4_demoonly_run01,synthetic,demographics-only,1,7,What’s your favourite place in your city to spend time with your male friends? Why? Feel free to be specific.,"Good stuff — so the pub comes up for all three of you, though with some real differences in what that actually means depending on where you are. Let's build on that a bit. How do you decide what to eat? Day to day — what goes into that?",True
macho_meals_fg4_demoonly_run01,synthetic,demographics-only,2,13,How do you decide what to eat?,"That's a useful distinction actually — same pattern, less inevitability. I want to pick that thread up properly, because you've both been touching on something that feeds right into what I wanted to ask next. James, you mentioned earlier just looking in the cupboard and going from there. Mark, you t [...]",True
macho_meals_fg4_demoonly_run01,synthetic,demographics-only,3,19,Do you think your gender influences what you eat? Tell us more about why or why not.,"Thanks Mark — so you've got the planning baked in by necessity, whereas Gregor and James are making it up a bit more on the day. That's a useful difference to have on the table. I want to move us on to something a bit different now. Thinking about everything you eat — the choices you make day to day [...]",True
macho_meals_fg4_demoonly_run01,synthetic,demographics-only,4,27,Imagine you decided to go plant-based — what would need to change in your life for you to do that?,"So there's something interesting in what all three of you have said — you each describe a similar arrangement at home, wife does the planning, you eat what's there, but you're drawing different conclusions about what that means or whether it needs thinking about. Let me move us on, because I want to [...]",True
macho_meals_fg4_demoonly_run01,synthetic,demographics-only,5,35,What might make plant-based foods more appealing to you or other men you know?,"Yeah — 'I'd just go along with what's there.' That's a different kind of restriction. Okay, let's carry that with us because I think it connects to where I want to go next. We've been talking about what would need to change for you individually to make a shift. I want to turn it around slightly — wh [...]",True
macho_meals_fg4_demoonly_run02,synthetic,demographics-only,1,0,What’s your favourite place in your city to spend time with your male friends? Why? Feel free to be specific.,"Right, let's get into the actual conversation. I want to start somewhere fairly concrete — thinking about the places where you actually spend time with your male friends. What's your favourite spot — in your area, your city, wherever — to hang out with the lads? Why that place?",False
macho_meals_fg4_demoonly_run02,synthetic,demographics-only,2,8,How do you decide what to eat?,"Yeah — so you've got the freedom but it cuts both ways. That's an interesting way to land it, Gregor. Between the three of you there's quite a range there — from Mark's sense that the community's watching whether you show up, through to that feeling of nobody keeping tabs at all. Let's carry some of [...]",False
macho_meals_fg4_demoonly_run02,synthetic,demographics-only,3,15,Do you think your gender influences what you eat? Tell us more about why or why not.,"Yeah — just living, not overthinking it. That comes through from all three of you actually, in different ways. Whether it's routine you've chosen, routine you've landed in, or just eating what's in front of you — it's not usually a big conscious decision. That's useful to have on the table. Let's st [...]",False
macho_meals_fg4_demoonly_run02,synthetic,demographics-only,4,24,Imagine you decided to go plant-based — what would need to change in your life for you to do that?,That last bit — not being able to trust whether it's real preference or just what you've become — that's sat with me. I think what you three have got at here is something quite specific: that the pressure doesn't have to be visible to work. It can just be the shape of who you are by now. Let's follo [...],False
macho_meals_fg4_demoonly_run02,synthetic,demographics-only,5,32,What might make plant-based foods more appealing to you or other men you know?,"Gregor, that idea of feeling false — not that others would see you differently, but that you wouldn't recognise yourself — that's a different kind of barrier to what Mark and James were describing, and it's worth sitting with. We've actually got three quite distinct things on the table now: isolatio [...]",False
macho_meals_fg4_demoonly_run03,synthetic,demographics-only,1,0,What’s your favourite place in your city to spend time with your male friends? Why? Feel free to be specific.,"Right, let's get into it. I want to start with something fairly easy — thinking about the places you spend time with your male friends. Is there a particular spot, a favourite place, that comes to mind? Could be a pub, a park, someone's house, wherever — somewhere you genuinely like going with your  [...]",False
macho_meals_fg4_demoonly_run03,synthetic,demographics-only,2,8,How do you decide what to eat?,"Thanks Mark — that's a real contrast, isn't it, that thing of never quite having the fixed local to lose in the first place. Okay, let's move on a bit. Sticking with the everyday stuff — how do you actually decide what to eat? Like, on a normal day, what's shaping that?",False
macho_meals_fg4_demoonly_run03,synthetic,demographics-only,3,15,Do you think your gender influences what you eat? Tell us more about why or why not.,"There's something worth holding onto there, Mark — the idea that gradual loss is harder to name because you can talk yourself out of it. Right, so across the three of you, what I'm hearing is that food decisions mostly happen through routine rather than active choosing — you're not standing in front [...]",False
macho_meals_fg4_demoonly_run03,synthetic,demographics-only,4,24,Imagine you decided to go plant-based — what would need to change in your life for you to do that?,"Gregor, that distinction you've just drawn — between routines becoming harder to maintain versus losing the ability not to think at all — I want to hold onto that, because I think it's going to matter for where we go next. Let's take it somewhere practical. Imagine you actually decided to go plant-b [...]",False
macho_meals_fg4_demoonly_run03,synthetic,demographics-only,5,36,What might make plant-based foods more appealing to you or other men you know?,"That's a real landing point, I think — the ease isn't something you get to keep just by choosing it. It depends on things staying in place. That's come through clearly across all three of you, in quite different ways. Let me take us somewhere connected. You've been talking about what would need to c [...]",False
macho_meals_fg5_demoonly_run01,synthetic,demographics-only,1,0,What’s your favourite place in your city to spend time with your male friends? Why? Feel free to be specific.,"Right, let's get into it. First thing I'd love to hear about is where you actually spend time with your male friends — the places that come to mind. Your favourite spot, wherever that is — pub, club, someone's shed, a park, anywhere. What comes to mind, and what is it about that place that makes it  [...]",False
macho_meals_fg5_demoonly_run01,synthetic,demographics-only,2,8,How do you decide what to eat?,"That makes sense — a bit of both. Right, we've got a nice spread there: pubs, garages, mates' kitchens, varying degrees of planning depending on where you live. Let's move on to something a bit more everyday. How do you actually decide what to eat — day to day, week to week? What goes into that?",False
macho_meals_fg5_demoonly_run01,synthetic,demographics-only,3,15,Do you think your gender influences what you eat? Tell us more about why or why not.,"So there's a pretty consistent thread across all of you — working with what's there, not wasting things, and your wife holding that mental picture of the fridge even when you're both involved in the cooking. That's a useful picture to have. I want to shift us onto something a bit different now. I'm  [...]",False
macho_meals_fg5_demoonly_run01,synthetic,demographics-only,4,25,Imagine you decided to go plant-based — what would need to change in your life for you to do that?,"So there's something consistent coming through there — the cooking itself isn't particularly gendered, but the longer-view planning role has settled differently, and for most of you that's landed with your wives. Toby's point that it's more about how things worked out than about being a man is inter [...]",False
macho_meals_fg5_demoonly_run01,synthetic,demographics-only,5,39,What might make plant-based foods more appealing to you or other men you know?,"That's a really consistent thread across all four of you — the idea that making a shift like that would fall on whoever's already carrying the planning load, and that that's not a small ask. Let's take that somewhere slightly different. Rather than the logistics of making it work — what might actual [...]",False
macho_meals_fg5_demoonly_run02,synthetic,demographics-only,1,0,What’s your favourite place in your city to spend time with your male friends? Why? Feel free to be specific.,"Let's shift gears a bit. Thinking about the time you spend with your male friends — where do you tend to go, what kind of places do you end up in together? Anyone want to kick off.",False
macho_meals_fg5_demoonly_run02,synthetic,demographics-only,2,6,How do you decide what to eat?,"There's a real thread here about whether deliberate habit and accidental habit feel different from the inside — and whether other people can tell. Worth holding onto. Let's bring it somewhere practical though, because I want to pick up on something connected. Moving on to food — how do you all actua [...]",False
macho_meals_fg5_demoonly_run02,synthetic,demographics-only,3,8,Do you think your gender influences what you eat? Tell us more about why or why not.,"Fletcher, that's a useful way to put it — circumstance shapes the odds, but the choice is still there. Let me pick up that thread and take it somewhere related, because I want to hear from all of you on this. When it comes to food specifically — how do you actually decide what to eat day to day? Wha [...]",False
macho_meals_fg5_demoonly_run02,synthetic,demographics-only,4,20,Imagine you decided to go plant-based — what would need to change in your life for you to do that?,"Toby, that's a real distinction — not straining against something isn't the same as being stuck in it. Let me move us on, because I want to make sure we get to this next bit before we're out of time. Imagine, for a moment, that you actually decided to go plant-based — cut out meat, maybe dairy too.  [...]",False
macho_meals_fg5_demoonly_run02,synthetic,demographics-only,5,38,What might make plant-based foods more appealing to you or other men you know?,"Fletcher, that's a good place to pause on — the willingness to sit with the uncertainty being the thing that matters, not the answer. I want to carry some of that forward into the next thing I want to ask you all. We've been talking about what it would cost or take to change. Let me flip it slightly [...]",False
macho_meals_fg5_demoonly_run03,synthetic,demographics-only,1,0,What’s your favourite place in your city to spend time with your male friends? Why? Feel free to be specific.,"And actually let's use this as a way to move into the first proper topic. I'd love to hear from all four of you — what's your favourite place to spend time with your male friends? Where do you actually go, and why there?",False
macho_meals_fg5_demoonly_run03,synthetic,demographics-only,2,4,How do you decide what to eat?,"It's interesting — between you there's a real mix of what holds the week together. The pub, the farm, the garden, the history group. Let's keep that in mind and shift slightly. I want to ask you all: how do you decide what to eat? Day to day — what goes into that?",False
macho_meals_fg5_demoonly_run03,synthetic,demographics-only,3,11,Do you think your gender influences what you eat? Tell us more about why or why not.,"There's something real in this conversation that I don't want to just gloss over — what you're all describing, the way food and routine are wound up with the people around you, that's come through clearly. Thank you for being straight about it, Keith, and Patrick. I want to move us on to something c [...]",False
macho_meals_fg5_demoonly_run03,synthetic,demographics-only,4,19,Imagine you decided to go plant-based — what would need to change in your life for you to do that?,"Keith, that phrase — 'getting over what I thought a man should be eating' — that's a good place to pause on this. There's something the four of you have been circling that I want to follow on from. You've been talking about what feels like proper eating, what men think they're supposed to want. I'd  [...]",False
macho_meals_fg5_demoonly_run03,synthetic,demographics-only,5,31,What might make plant-based foods more appealing to you or other men you know?,"Thank you, Keith. That's... that's a really honest answer. Act like you do, even when you don't believe it yet. I want to hold onto what's come out of this — the practical shift and what's underneath it — and bring that into something slightly different. We've been talking about what would need to c [...]",False
