act_id,side,fg,run,condition,section_index,section_label,act_index_in_section,selection_mode,prev_turn_id,prev_speaker,prev_words,resp_turn_id,resp_speaker,resp_words,n_clauses,d1_div,d1_align,d1_hedge,d1_div_hits,d1_align_hits,d1_label,d1_div_full,d1_align_full,d1_label_full,prev_text,resp_text
dc2d927691f0,human,fg5,,human,1,Opening discussion: male friendship and place,8,,T008,Patrick,182,T009,Fletcher,56,6,0,0,0,,,none,0,0,none,"Okay. I'm just coming back, just looking at the other questions while, um, you were, you were sort of having a chat. Um, I mean, it wasn't until, um, fairly recently that I didn't realise that probably in what we eat. We eat a number of plant based things anyway, like the tomatoes, the strawberries, the raspberries, um, the vegetables, the broccoli and what have you.
And, um, when I was chatting to my wife about it, um, it, it's just quite strange that we eat a lot of plant based food, but probably didn't associate it with, um, the survey as it is at the minute. Um, we, we obviously still eat, um, meat, um, not a great deal of meat, but we’re certainly not, um, against meat. Um, we eat quite a bit of chicken.
Um, she does the old curry, which she uses the beef mince for. Um, so it wasn't until probably fairly recently that we acknowledged that we probably eat a lot of plant plant based food anyway, but without actually going on it as a diet.","I think you're right. I think when people talk about plant based food they, they often sort of think about um, meat substitutes.
But as you say, Patrick, we've been eating vegetables and fruits forever. So, um, Maybe we need for this discussion or for future discussions to distinguish between plant based food and meat substitutes."
7a0cd765e235,human,fg5,,human,1,Opening discussion: male friendship and place,9,,T009,Fletcher,56,T010,Toby,47,6,0,0,1,,,none,0,0,none,"I think you're right. I think when people talk about plant based food they, they often sort of think about um, meat substitutes.
But as you say, Patrick, we've been eating vegetables and fruits forever. So, um, Maybe we need for this discussion or for future discussions to distinguish between plant based food and meat substitutes.","I'm a carnivore, basically. I mean, I eat a lot of meat. But with that meat, as you say, is vegetables. Always have done, always will do. I mean, to change that, I would have to give up meat. That would be a great loss for me."
a76d36ae0a58,human,fg5,,human,1,Opening discussion: male friendship and place,10,,T010,Toby,47,T011,Keith,96,13,0,0,0,,,none,0,0,none,"I'm a carnivore, basically. I mean, I eat a lot of meat. But with that meat, as you say, is vegetables. Always have done, always will do. I mean, to change that, I would have to give up meat. That would be a great loss for me.","That's up to individual preference though, isn't it? Two years ago, I went on a plant based diet.
Okay, yeah. I lost three stone in two years, which is, I suppose, okay. I don't know. But I eat meat once in a blue moon now. One, because it's really expensive. Two, I find it hard to cook. So I decided to go plant based 95 percent of the time and to cook your own food it's very easy to do and it's quick and I would recommend it to anybody if they can make that change."
a97b4e252250,human,fg5,,human,1,Opening discussion: male friendship and place,11,,T011,Keith,96,T012,Patrick,50,2,0,0,0,,,none,0,0,none,"That's up to individual preference though, isn't it? Two years ago, I went on a plant based diet.
Okay, yeah. I lost three stone in two years, which is, I suppose, okay. I don't know. But I eat meat once in a blue moon now. One, because it's really expensive. Two, I find it hard to cook. So I decided to go plant based 95 percent of the time and to cook your own food it's very easy to do and it's quick and I would recommend it to anybody if they can make that change.","So, so Keith in terms of you going on the plant based, was it something you said I'm going on a plant based, sort of, um, food regime or you just decided to cut out the meat or did you specifically go for the plant based, um, type of food?"
ce54f3cf60c2,human,fg5,,human,1,Opening discussion: male friendship and place,12,,T012,Patrick,50,T013,Keith,7,1,0,0,0,,,none,0,0,none,"So, so Keith in terms of you going on the plant based, was it something you said I'm going on a plant based, sort of, um, food regime or you just decided to cut out the meat or did you specifically go for the plant based, um, type of food?",I specifically went for the plant based.
178ec1382afd,human,fg5,,human,1,Opening discussion: male friendship and place,13,,T013,Keith,7,T014,Patrick,2,2,0,0,0,,,none,0,0,none,I specifically went for the plant based.,Right. Um.
afebc873328d,human,fg5,,human,1,Opening discussion: male friendship and place,14,,T014,Patrick,2,T015,Keith,110,14,0,0,0,,,none,0,0,none,Right. Um.,"I got gout and arthritis in my left knee and, um, my doctor told me at the time that I was to cut out all meat.
Well, everybody knows you can't just do it. So I decided to try it, but still eat meat very, very occasionally. Um, and it has helped, um, plus the fact that I've got diabetes. I don't know if anybody else has, and I find it helps out as well because of the non sugaring things. So, um, yeah, I've, I've, I'll recommend it if people would make the change.
Not all at one go, but over a period of time, but that's my preference."
1e7310595beb,human,fg5,,human,2,Everyday food decision-making,1,,T017,Fletcher,100,T018,Keith,88,10,0,1,0,,absolutely,alignment,0,1,alignment,"So, Keith, in a way, you've sort of answered question two, haven't you? The way you've decided what you now eat has been dictated a little, little bit about sort of health concerns in your recent life. Um, and I'm not at that stage, but I'm very conscious that there's any number of newspaper articles and TV articles about how we should cut down on meat. Um, and I, you know, I'd be wrong to say that that's not influencing me. It is. Um, I still love meat, but, um, a little bit of guilt sort of creeps in sometimes.","Absolutely. Yeah. Well, I mean, when you think how some of these animals are slaughtered and how they're bred, you know, um, it turns you off and the later you go on in life, like we are now, you must appreciate that.
Animals are human beings, in a way, and they're being slaughtered and, and chickens are, you know, they're, well, they're hundred to a foot, aren't they, these days? Um, but that never occurred to me when I decided to start using plants as a food substitute."
5901b8a922ea,human,fg5,,human,2,Everyday food decision-making,2,,T018,Keith,88,T019,Fletcher,77,11,0,0,0,,,none,0,0,none,"Absolutely. Yeah. Well, I mean, when you think how some of these animals are slaughtered and how they're bred, you know, um, it turns you off and the later you go on in life, like we are now, you must appreciate that.
Animals are human beings, in a way, and they're being slaughtered and, and chickens are, you know, they're, well, they're hundred to a foot, aren't they, these days? Um, but that never occurred to me when I decided to start using plants as a food substitute.","Yeah, and I think if I may be so bold, you know, um, a little bit of that question, how we decide what we eat.
I think a lot of it is dictated perhaps by our upbringing, uh, and our age. Mm. Yeah. We spoke about food when, when I was a kid or a teenager or in my twenties or in my thirties. It was just what you had. You liked it and you ate it."
5a9dfc16057c,human,fg5,,human,2,Everyday food decision-making,3,,T019,Fletcher,77,T020,Keith,131,18,0,0,0,,,none,0,0,none,"Yeah, and I think if I may be so bold, you know, um, a little bit of that question, how we decide what we eat.
I think a lot of it is dictated perhaps by our upbringing, uh, and our age. Mm. Yeah. We spoke about food when, when I was a kid or a teenager or in my twenties or in my thirties. It was just what you had. You liked it and you ate it.","Yeah, that's right. It's what what you, what what was put on the table. You were told to eat.
Yeah. And I know that I, I remember very vividly that every Sunday. It was Sunday roast and Monday was cold meat and, you know, and so it went on. Um, so it's, yeah, everybody, I think, was brought up virtually the same, depending on the family circumstances. But, yeah, it, it, but again, like I say, the older you get, I think the wiser you get.
And you get more ailments and you try to keep, keep up with what's going on. Um. And I would say, I said to you earlier, I would recommend it anyway. I don't know many people that are on it, but I know a few."
48746d59bcc6,human,fg5,,human,2,Everyday food decision-making,4,,T020,Keith,131,T021,Patrick,175,16,0,0,0,,,none,0,0,none,"Yeah, that's right. It's what what you, what what was put on the table. You were told to eat.
Yeah. And I know that I, I remember very vividly that every Sunday. It was Sunday roast and Monday was cold meat and, you know, and so it went on. Um, so it's, yeah, everybody, I think, was brought up virtually the same, depending on the family circumstances. But, yeah, it, it, but again, like I say, the older you get, I think the wiser you get.
And you get more ailments and you try to keep, keep up with what's going on. Um. And I would say, I said to you earlier, I would recommend it anyway. I don't know many people that are on it, but I know a few.","I must admit, I mean, the, the, the friends that I go out with, one is, one is older than me. Um, the other three are younger. Um, they're still working. There's still a working age. Um, I couldn't see that they would necessarily have this discussion we are having today. Um, uh, I would see them still to be, um, sort of meat eaters as such. Um, although I don't know what, um, what they tend to do in their day to day lives. And I think one of the, um, one of the questions on there is the, what would we do, or how would we go about it? That's the difficulty. I'm, I'm, uh, my wife does most of the cooking. Um, as, as one of you said earlier, uh, she tends to do the meals and of course the difficulty, and this is where Keith might help on here.
The difficulty always is, is what to know, what to eat and what to cook to make it a quite enjoyable meal."
eea658f32274,human,fg5,,human,2,Everyday food decision-making,5,,T021,Patrick,175,T022,Keith,84,7,0,0,0,,,none,0,0,none,"I must admit, I mean, the, the, the friends that I go out with, one is, one is older than me. Um, the other three are younger. Um, they're still working. There's still a working age. Um, I couldn't see that they would necessarily have this discussion we are having today. Um, uh, I would see them still to be, um, sort of meat eaters as such. Um, although I don't know what, um, what they tend to do in their day to day lives. And I think one of the, um, one of the questions on there is the, what would we do, or how would we go about it? That's the difficulty. I'm, I'm, uh, my wife does most of the cooking. Um, as, as one of you said earlier, uh, she tends to do the meals and of course the difficulty, and this is where Keith might help on here.
The difficulty always is, is what to know, what to eat and what to cook to make it a quite enjoyable meal.","Well, I, I went online and, uh, looked up plant based foods and there was a lot, a lot, a lot of recipes that were very appealing. And, um, even when I go shopping, I, I look at the plant based foods first to see if there's anything interesting that I might like.
Um, the wife cooks what she wants to cook. She's not on a plant base. And, um, it works very well. But, yeah, a lot of plant based recipes online now."
880067e3f287,human,fg5,,human,2,Everyday food decision-making,6,,T022,Keith,84,T023,Toby,37,3,0,0,0,,,none,0,0,none,"Well, I, I went online and, uh, looked up plant based foods and there was a lot, a lot, a lot of recipes that were very appealing. And, um, even when I go shopping, I, I look at the plant based foods first to see if there's anything interesting that I might like.
Um, the wife cooks what she wants to cook. She's not on a plant base. And, um, it works very well. But, yeah, a lot of plant based recipes online now.","I think India, if you look at the diet, the cuisine of India around there, it doesn't have to be all curry. But because they are plant based, that's what they eat.
There's a lot of recipes."
211c6724803f,human,fg5,,human,2,Everyday food decision-making,7,,T023,Toby,37,T024,Keith,28,4,0,0,0,,,none,0,0,none,"I think India, if you look at the diet, the cuisine of India around there, it doesn't have to be all curry. But because they are plant based, that's what they eat.
There's a lot of recipes.","Yeah, there are and you can adapt them to the way you want. You don't have to follow the recipe 100%. You can adjust it to your taste."
94f7fb09c765,human,fg5,,human,2,Everyday food decision-making,8,,T024,Keith,28,T025,Patrick,43,2,0,0,1,,,none,0,0,none,"Yeah, there are and you can adapt them to the way you want. You don't have to follow the recipe 100%. You can adjust it to your taste.","I mean, when you were saying Keith that you still have, um, you still have some meat. Um, how regularly would you say that you have meat, um, in terms of the fact that you're more or less on a plant based diet?"
840407013a9a,human,fg5,,human,2,Everyday food decision-making,9,,T025,Patrick,43,T026,Keith,5,1,0,0,0,,,none,0,0,none,"I mean, when you were saying Keith that you still have, um, you still have some meat. Um, how regularly would you say that you have meat, um, in terms of the fact that you're more or less on a plant based diet?",Once every couple of months.
c6be765f5b40,human,fg5,,human,2,Everyday food decision-making,10,,T026,Keith,5,T027,Patrick,2,1,0,0,0,,,none,0,0,none,Once every couple of months.,"Okay, right."
bc1a0e85d809,human,fg5,,human,2,Everyday food decision-making,11,,T027,Patrick,2,T028,Keith,4,1,0,0,0,,,none,0,0,none,"Okay, right.",And once at Christmas.
012c82fec000,human,fg5,,human,2,Everyday food decision-making,12,,T028,Keith,4,T029,Patrick,6,1,0,0,0,,,none,0,0,none,And once at Christmas.,"Oh yeah, of course, yeah, yeah."
4cfef8dca3a0,human,fg5,,human,2,Everyday food decision-making,13,,T029,Patrick,6,T030,Keith,48,4,0,0,0,,,none,0,0,none,"Oh yeah, of course, yeah, yeah.","But no, it's, it's, it's very, um, it's, I don't know, I think, I don't really cook meat at home. Mm hmm. But I tend, if I'm away out with family or whatever, I tend to, uh, follow the trend. But, I don't make a habit of it."
ad44f9db7234,human,fg5,,human,2,Everyday food decision-making,14,,T030,Keith,48,T031,Fletcher,105,7,0,0,0,,,none,0,0,none,"But no, it's, it's, it's very, um, it's, I don't know, I think, I don't really cook meat at home. Mm hmm. But I tend, if I'm away out with family or whatever, I tend to, uh, follow the trend. But, I don't make a habit of it.","I was going to ask a similar question, Keith.
Um, you know, because the first question is about how we might go out and go to Wetherspoons or a restaurant. Um, to what extent would having meat, to what extent would a little phrase come into your head like, oh, I'll treat myself, you know, you, you might have plant based most of the time for lunch and dinner, but if you're going out, would you want to do that or would you want to sort of treat yourself to a, dare I say a nice juicy steak or, or a meat pie or something?"
6fd75f30de0d,human,fg5,,human,2,Everyday food decision-making,15,,T031,Fletcher,105,T032,Keith,181,17,0,0,0,,,none,0,0,none,"I was going to ask a similar question, Keith.
Um, you know, because the first question is about how we might go out and go to Wetherspoons or a restaurant. Um, to what extent would having meat, to what extent would a little phrase come into your head like, oh, I'll treat myself, you know, you, you might have plant based most of the time for lunch and dinner, but if you're going out, would you want to do that or would you want to sort of treat yourself to a, dare I say a nice juicy steak or, or a meat pie or something?","Um, well, it depends on how many times you go out, but. If I go out, like, Wetherspoons do a good, um, vegetable curry. Other places like that do vegetable curries. Um, and some now are doing plant based meals. So, um, I would look at the meal menu and, uh, decide what to have. But I don't, uh, I don't go out every time and look at the meat section.
I mean, fish is okay. Um, but, yeah, that's about it really. It's just a question of decide if there's nothing on the menu I don't like or don't think it's tasty, then I might have a juicy steak. But then if I have a juicy steak, I won't have meat for another month or so, you know, and try and cut it out. If I go out again with friends, family, whatever, I try not to eat meat again, if I've just recently had it.
Yeah, it's hard to do sometimes, but, you know, I tend to want to do it. So I try to stick to my routine."
cf31f50ba7f7,human,fg5,,human,2,Everyday food decision-making,16,,T032,Keith,181,T033,Patrick,79,5,0,0,0,,,none,0,0,none,"Um, well, it depends on how many times you go out, but. If I go out, like, Wetherspoons do a good, um, vegetable curry. Other places like that do vegetable curries. Um, and some now are doing plant based meals. So, um, I would look at the meal menu and, uh, decide what to have. But I don't, uh, I don't go out every time and look at the meat section.
I mean, fish is okay. Um, but, yeah, that's about it really. It's just a question of decide if there's nothing on the menu I don't like or don't think it's tasty, then I might have a juicy steak. But then if I have a juicy steak, I won't have meat for another month or so, you know, and try and cut it out. If I go out again with friends, family, whatever, I try not to eat meat again, if I've just recently had it.
Yeah, it's hard to do sometimes, but, you know, I tend to want to do it. So I try to stick to my routine.","Do you get like, um, when you go out again, sort of Keith or, or, well, cause you're, you're the one primarily it's on, um, tends to be the expert and this type of thing, plant based food, because you've been practising it and, um, not just preaching it, but practising it.
Do you get like a guilt complex if you have a bit of meat or, or do you know, does it not affect you that way now?"
8aa6e3791ca8,human,fg5,,human,2,Everyday food decision-making,17,,T033,Patrick,79,T034,Keith,95,6,1,0,0,"no,",,divergence,1,0,divergence,"Do you get like, um, when you go out again, sort of Keith or, or, well, cause you're, you're the one primarily it's on, um, tends to be the expert and this type of thing, plant based food, because you've been practising it and, um, not just preaching it, but practising it.
Do you get like a guilt complex if you have a bit of meat or, or do you know, does it not affect you that way now?","No, it doesn't affect me anymore because I'm out to enjoy myself. I'm not out to think about where did this bit of meat come from, blah, blah, blah, blah, blah. And because I do really limit myself when I'm out, um, no, I don't get a guilt complex at all.
If I have meat steak, say, which I haven't done, have it in two, uh, maybe once a week for three weeks, then I could, I would get guilty. But as I don't do that, no, it doesn't enter my head when I do."
5f39b3d30416,human,fg5,,human,2,Everyday food decision-making,18,,T034,Keith,95,T035,Toby,38,4,0,0,0,,,none,0,0,none,"No, it doesn't affect me anymore because I'm out to enjoy myself. I'm not out to think about where did this bit of meat come from, blah, blah, blah, blah, blah. And because I do really limit myself when I'm out, um, no, I don't get a guilt complex at all.
If I have meat steak, say, which I haven't done, have it in two, uh, maybe once a week for three weeks, then I could, I would get guilty. But as I don't do that, no, it doesn't enter my head when I do.","I've got a question up, guys, about all of this plant based and stuff. If we all went plant based, right, everyone, what would happen to those animals? What would happen to the cows, the sheep, the chickens?"
475d211d0940,human,fg5,,human,2,Everyday food decision-making,19,,T035,Toby,38,T036,Keith,22,3,0,0,0,,,none,0,0,none,"I've got a question up, guys, about all of this plant based and stuff. If we all went plant based, right, everyone, what would happen to those animals? What would happen to the cows, the sheep, the chickens?","Well, they'd just run free, wouldn't they? Because farmers wouldn't be able to do anything, so they'd be out of a job."
9f39d828a63c,human,fg5,,human,2,Everyday food decision-making,20,,T036,Keith,22,T037,Toby,3,1,0,0,0,,,none,0,0,none,"Well, they'd just run free, wouldn't they? Because farmers wouldn't be able to do anything, so they'd be out of a job.",Would they survive?
b8f0d57afca9,human,fg5,,human,2,Everyday food decision-making,21,,T037,Toby,3,T038,Keith,19,3,0,0,0,,,none,0,0,none,Would they survive?,"What, the animals? Yeah. Yeah, most of them live on the, on the, on the land anyway, don't they?"
fdded62e85a4,human,fg5,,human,2,Everyday food decision-making,22,,T038,Keith,19,T039,Toby,20,3,0,0,0,,,none,0,0,none,"What, the animals? Yeah. Yeah, most of them live on the, on the, on the land anyway, don't they?","Yeah, but they're also fed.
What I'm saying is they've been bred to give us a service as it were."
ddf0f42c0d87,human,fg5,,human,2,Everyday food decision-making,23,,T039,Toby,20,T040,Keith,2,1,0,0,0,,,none,0,0,none,"Yeah, but they're also fed.
What I'm saying is they've been bred to give us a service as it were.","Yeah, absolutely."
137305396517,human,fg5,,human,2,Everyday food decision-making,24,,T040,Keith,2,T041,Toby,6,1,0,0,0,,,none,0,0,none,"Yeah, absolutely.","Yeah, they've been bred that way."
7fa5c5cf839f,human,fg5,,human,2,Everyday food decision-making,25,,T041,Toby,6,T042,Keith,8,1,0,0,0,,,none,0,0,none,"Yeah, they've been bred that way.","You wouldn't get your eggs either, would you?"
287111f98f86,human,fg5,,human,2,Everyday food decision-making,26,,T042,Keith,8,T043,Toby,24,4,1,0,0,"no,",,divergence,1,0,divergence,"You wouldn't get your eggs either, would you?","No, you wouldn't get anything. That's what I'm saying. What would happen to the animals? You know, I don't know if they would survive."
b55d38b54b1b,human,fg5,,human,2,Everyday food decision-making,27,,T043,Toby,24,T044,Fletcher,70,4,0,0,0,,,none,0,0,none,"No, you wouldn't get anything. That's what I'm saying. What would happen to the animals? You know, I don't know if they would survive.","Well, it wouldn't happen overnight, would it? It would, you know, it would phase itself out and then farmers or livestock people would stop the breeding processes and, and the populations of the, the herds would drop down to manageable levels where they could live off the land or we could farm them for something else like their, for wool or for their hides or for something else, I suppose."
c9e4e63667da,human,fg5,,human,2,Everyday food decision-making,28,,T044,Fletcher,70,T045,Keith,6,1,0,0,0,,,none,0,0,none,"Well, it wouldn't happen overnight, would it? It would, you know, it would phase itself out and then farmers or livestock people would stop the breeding processes and, and the populations of the, the herds would drop down to manageable levels where they could live off the land or we could farm them for something else like their, for wool or for their hides or for something else, I suppose.","Yeah, that's a good point, actually."
c3be9b95735c,human,fg5,,human,2,Everyday food decision-making,29,,T045,Keith,6,T046,Toby,19,1,0,0,0,,,none,0,0,none,"Yeah, that's a good point, actually.","If you're plant based I just, thinking like the vegans then the hide leather would that be morally, okay?"
5091d3dc9330,human,fg5,,human,2,Everyday food decision-making,30,,T046,Toby,19,T047,Fletcher,14,3,0,0,0,,,none,0,0,none,"If you're plant based I just, thinking like the vegans then the hide leather would that be morally, okay?","Probably not for a vegan.
I'm not an expert on that, but probably not."
29e54b06fc0a,human,fg5,,human,2,Everyday food decision-making,31,,T047,Fletcher,14,T048,Patrick,199,12,0,0,0,,,none,0,0,none,"Probably not for a vegan.
I'm not an expert on that, but probably not.","I don't think like you're saying, I don't think that would be an overnight process. And to be honest, when you look at, um, wherever you go on holiday, when you go out, there is always, um, there's always plenty of meat on the, on, on, on the menu and probably less choice for the likes of those that want to go on a plant based, um, sort of, a plant based meal.
Um, you've already said, Keith, you go out, and if there's nothing that you fancy on the menu, because it doesn't suit you, then, then you will have a little bit of a, a meat in, in the menu. Um, so yeah, that would, that, that would take probably, yeah, it wouldn't be in our lifetime if it ever happened, if it ever happened.
Um, it's just, I suppose the idea is to get people a little bit healthier. Um, yeah, they'll still look at the, um, the animal side of it and, uh, and the protection of them. But, uh, yeah, it's to make, primarily I would imagine, to get people to, to eat more healthier than what they're probably currently doing at the minute."
3fbb62cd6941,human,fg5,,human,2,Everyday food decision-making,32,,T048,Patrick,199,T049,Fletcher,128,12,0,0,0,,,none,0,0,none,"I don't think like you're saying, I don't think that would be an overnight process. And to be honest, when you look at, um, wherever you go on holiday, when you go out, there is always, um, there's always plenty of meat on the, on, on, on the menu and probably less choice for the likes of those that want to go on a plant based, um, sort of, a plant based meal.
Um, you've already said, Keith, you go out, and if there's nothing that you fancy on the menu, because it doesn't suit you, then, then you will have a little bit of a, a meat in, in the menu. Um, so yeah, that would, that, that would take probably, yeah, it wouldn't be in our lifetime if it ever happened, if it ever happened.
Um, it's just, I suppose the idea is to get people a little bit healthier. Um, yeah, they'll still look at the, um, the animal side of it and, uh, and the protection of them. But, uh, yeah, it's to make, primarily I would imagine, to get people to, to eat more healthier than what they're probably currently doing at the minute.","You touched on something there, Patrick, because, you know, the messages that I mentioned earlier about being healthier in our eating habits and doing something for the environment at the same time, a counterpoint to that, of course, is supporting British farmers. Um, cause you know, they live a sort of a very, um, precarious sort of existence.
Um, although you wouldn't, you wouldn't believe that if you live where I do, the farmers seem very well off, but you know what I mean? We buy British meat, buy British lamb, uh, support your farmers. Um, no, I never feel guilty when I have a spinach burger, you know, I never think about my local farmer losing out, but there is that other pressure.
You know? Hmm. Hmm."
fd060f786877,human,fg5,,human,2,Everyday food decision-making,33,,T049,Fletcher,128,T050,Toby,49,7,0,0,0,,,none,0,0,none,"You touched on something there, Patrick, because, you know, the messages that I mentioned earlier about being healthier in our eating habits and doing something for the environment at the same time, a counterpoint to that, of course, is supporting British farmers. Um, cause you know, they live a sort of a very, um, precarious sort of existence.
Um, although you wouldn't, you wouldn't believe that if you live where I do, the farmers seem very well off, but you know what I mean? We buy British meat, buy British lamb, uh, support your farmers. Um, no, I never feel guilty when I have a spinach burger, you know, I never think about my local farmer losing out, but there is that other pressure.
You know? Hmm. Hmm.","And literally, you know, there is a field and we've got cows and sheep. And you look all around Bodmin Moor and around Cornwall, it's not arable, it's livestock. There's very few, very little arable in Cornwall. So the farmers, that is their livelihood out there, the livestock, unfortunately."
fd2fc265f3c7,human,fg5,,human,2,Everyday food decision-making,34,,T050,Toby,49,T051,Patrick,145,10,0,0,0,,,none,0,0,none,"And literally, you know, there is a field and we've got cows and sheep. And you look all around Bodmin Moor and around Cornwall, it's not arable, it's livestock. There's very few, very little arable in Cornwall. So the farmers, that is their livelihood out there, the livestock, unfortunately.","Yeah, I don't think, I mean, to be honest, I probably, I probably would, my time of life probably wouldn't go to a, um, a plant based diet or plant based food supplement entirely.
Um, again, like Keith was saying every now and again, it's just nice when, when you go out, it's nice to have something a little bit different to what you normally have indoors, but, but we have noticed that, as I said before, we have noticed that we are gradually, um, um, getting, um, more and more plant based foods into our eating habits, um, and there's nothing wrong with that whatsoever.
So, so it's good to, it's good still to have the choice nowadays, but at the same time, something like this just makes you a bit more knowledgeable, um, and it gives you a bit more of a focus."
eb51114cefd6,human,fg5,,human,2,Everyday food decision-making,35,,T051,Patrick,145,T052,Keith,1,1,0,1,0,,absolutely,alignment,0,1,alignment,"Yeah, I don't think, I mean, to be honest, I probably, I probably would, my time of life probably wouldn't go to a, um, a plant based diet or plant based food supplement entirely.
Um, again, like Keith was saying every now and again, it's just nice when, when you go out, it's nice to have something a little bit different to what you normally have indoors, but, but we have noticed that, as I said before, we have noticed that we are gradually, um, um, getting, um, more and more plant based foods into our eating habits, um, and there's nothing wrong with that whatsoever.
So, so it's good to, it's good still to have the choice nowadays, but at the same time, something like this just makes you a bit more knowledgeable, um, and it gives you a bit more of a focus.",Absolutely.
fc114eca085c,human,fg5,,human,3,Gender and food choice,1,,T054,Fletcher,106,T055,Patrick,7,4,0,0,0,,,none,0,0,none,"Just thinking about question three, um, it's obviously that we're all men, um, and I think, I'll put my hands up, and I think I am eating more plant based food, um, for the reasons that I've mentioned it, but one of the drivers is my wife.
Um, she's very happy to have much, much more plant based food. And had it been left to me, I wouldn't have eaten as much as I already have. And I think that's also true for my other female relatives. Um, my, my mates' wives. I think there's quite a difference between, um, the, the genders on this one.","Oh, yeah.
Yeah. Go on, Toby. Yeah."
36513605ab12,human,fg5,,human,3,Gender and food choice,2,,T055,Patrick,7,T056,Toby,63,8,0,0,0,,,none,0,0,none,"Oh, yeah.
Yeah. Go on, Toby. Yeah.","I can say my wife's family, the rest of her brothers and sisters, the four of them, they are all vegetarians. So my wife, she's not a vegetarian, but we do have significant plant based food meals, uh, because of that. Because when we see the family, so you do have to adapt and feed other people what they, what their preference is."
412c6d20f7c6,human,fg5,,human,3,Gender and food choice,3,,T056,Toby,63,T057,Keith,89,11,0,0,0,,,none,0,0,none,"I can say my wife's family, the rest of her brothers and sisters, the four of them, they are all vegetarians. So my wife, she's not a vegetarian, but we do have significant plant based food meals, uh, because of that. Because when we see the family, so you do have to adapt and feed other people what they, what their preference is.","My youngest grandchild, um, I went down to see her a couple of months ago because she lives down south in Little Hampton. She's 13 years old, but she knows everything about plant based food, and she said stick with it, stick with it, stick with it, you know, and she's 13 years old and she's already into it.
I suppose that's a teenager for you, but you know, even though, even though mum, my daughter is um, getting that way, but I, I, uh, it's certainly getting around."
a273611525e5,human,fg5,,human,3,Gender and food choice,4,,T057,Keith,89,T058,Patrick,252,18,0,0,0,,,none,0,0,none,"My youngest grandchild, um, I went down to see her a couple of months ago because she lives down south in Little Hampton. She's 13 years old, but she knows everything about plant based food, and she said stick with it, stick with it, stick with it, you know, and she's 13 years old and she's already into it.
I suppose that's a teenager for you, but you know, even though, even though mum, my daughter is um, getting that way, but I, I, uh, it's certainly getting around.","Yeah. Um, yeah, I, I, when you, when you were saying Fletcher about that, that question three, yeah, I, I would agree with you. I think, um, I think it's males and meat, you know, if I can put it as, if I can put it like that, it, I think, I think, um, I think women are probably more prone to come off meat a lot easier than men.
It's just, it's just my opinion. And again, I'm trying to associate with, um, the, um, friends that I go out with. Um, I also go out, I mentioned earlier in the discussion that I'll do some invigilating and it's only, it's only about, I don't know, averages throughout the year, um, four or five hours a week, if you take it on an average.
Um, but I go out with a few of them, the six of us go out every so often and they tend to look less at the meat side of it and they will look more at the the pasta side of it the the vegetarian side of it whereas the the couple of men in there one one is very much a fish and chip man. He comes from South Africa. He likes his fish. Where I will look at the sort of, the meat side of it, or, or something of that nature, but yeah, I think, I think the gender side of it is certainly, from my point of view, men are meat, definitely."
5b5aac6ee975,human,fg5,,human,3,Gender and food choice,5,,T058,Patrick,252,T059,Keith,15,3,0,0,0,,,none,0,0,none,"Yeah. Um, yeah, I, I, when you, when you were saying Fletcher about that, that question three, yeah, I, I would agree with you. I think, um, I think it's males and meat, you know, if I can put it as, if I can put it like that, it, I think, I think, um, I think women are probably more prone to come off meat a lot easier than men.
It's just, it's just my opinion. And again, I'm trying to associate with, um, the, um, friends that I go out with. Um, I also go out, I mentioned earlier in the discussion that I'll do some invigilating and it's only, it's only about, I don't know, averages throughout the year, um, four or five hours a week, if you take it on an average.
Um, but I go out with a few of them, the six of us go out every so often and they tend to look less at the meat side of it and they will look more at the the pasta side of it the the vegetarian side of it whereas the the couple of men in there one one is very much a fish and chip man. He comes from South Africa. He likes his fish. Where I will look at the sort of, the meat side of it, or, or something of that nature, but yeah, I think, I think the gender side of it is certainly, from my point of view, men are meat, definitely.","Yeah, I totally agree. Does anybody think cost comes into it? When you're out eating,"
d5a0e21c336a,human,fg5,,human,3,Gender and food choice,6,,T059,Keith,15,T060,Fletcher,58,6,0,0,0,,,none,0,0,none,"Yeah, I totally agree. Does anybody think cost comes into it? When you're out eating,","Yeah, it's an expensive process eating out and, illogical this may sound, um, if I'm looking at a menu and it's got a vegetarian dish for, let's say 16 or 17 pounds, I just found it off putting. I think, but you know, I understand meat being that much, but veg it can't be. I know that's illogical."
fe675a5a12a1,human,fg5,,human,3,Gender and food choice,7,,T060,Fletcher,58,T061,Keith,33,3,0,0,0,,,none,0,0,none,"Yeah, it's an expensive process eating out and, illogical this may sound, um, if I'm looking at a menu and it's got a vegetarian dish for, let's say 16 or 17 pounds, I just found it off putting. I think, but you know, I understand meat being that much, but veg it can't be. I know that's illogical.","So you're, but what you're not saying is that if the meat is cheaper than the, the veg, then the, the, yeah, the plant based food, you'll have the meat. Because it's cheaper."
