side,physical_run,condition,fg,canonical_replication_index,metric_id,registry_status,value,numerator,denominator,namespace,caveat
synthetic,macho_meals_fg4_demoonly_run01,demographics-only,fg4,1,chain_depth,registry,1.9286,,14,_comparable_window,mean; the maximum and the full distribution are reported alongside
synthetic,macho_meals_fg4_demoonly_run01,demographics-only,fg4,1,participant_turns,derived_support,27,27,,_comparable_window,
synthetic,macho_meals_fg4_demoonly_run01,demographics-only,fg4,1,moderator_turns,derived_support,14,14,,_comparable_window,
synthetic,macho_meals_fg4_demoonly_run01,demographics-only,fg4,1,participant_words,derived_support,6422,6422,,_comparable_window,
synthetic,macho_meals_fg4_demoonly_run01,demographics-only,fg4,1,total_words,derived_support,7148,7148,,_comparable_window,
synthetic,macho_meals_fg4_demoonly_run01,demographics-only,fg4,1,chain_depth_max,derived_support,5,,14,_comparable_window,
synthetic,macho_meals_fg4_demoonly_run01,demographics-only,fg4,1,chain_depth_n_chains,derived_support,14,14,,_comparable_window,
synthetic,macho_meals_fg4_demoonly_run01,demographics-only,fg4,1,reference_density_ambiguous_names_excluded,derived_support,1,1,,_comparable_window,excluded: ['mark']
synthetic,macho_meals_fg2_run03,enriched,fg2,3,words_per_turn_median,registry,231,,35,_comparable_window,report with IQR and the full distribution; never the mean alone
synthetic,macho_meals_fg2_run03,enriched,fg2,3,words_per_turn_iqr,registry,69.0,,35,_comparable_window,
synthetic,macho_meals_fg2_run03,enriched,fg2,3,short_turn_proportion_25w,registry,0.0,0,35,_comparable_window,
synthetic,macho_meals_fg2_run03,enriched,fg2,3,short_turn_proportion_10w,registry,0.0,0,35,_comparable_window,sensitivity variant of the frozen 25-word threshold
synthetic,macho_meals_fg2_run03,enriched,fg2,3,short_turn_proportion_50w,registry,0.0,0,35,_comparable_window,sensitivity variant of the frozen 25-word threshold
synthetic,macho_meals_fg2_run03,enriched,fg2,3,turn_balance_gini,registry,0.08,,35,_comparable_window,raw per-participant turn vector retained in structural_distributions_long
synthetic,macho_meals_fg2_run03,enriched,fg2,3,word_balance_gini,registry,0.0885,,7956,_comparable_window,raw per-participant word vector retained in structural_distributions_long
synthetic,macho_meals_fg2_run03,enriched,fg2,3,moderator_turn_share,registry,0.3137,16,51,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
synthetic,macho_meals_fg2_run03,enriched,fg2,3,moderator_word_share,registry,0.0861,750,8706,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
synthetic,macho_meals_fg2_run03,enriched,fg2,3,participant_participant_adjacency,registry,0.38,19,50,_comparable_window,
synthetic,macho_meals_fg2_run03,enriched,fg2,3,reference_density,registry,0.6857,24,35,_comparable_window,"DIAGNOSTIC. Explicit first-name token match on the run roster only: misses pronominal, positional and indirect reference, so it understates real referencing. No roster name required exclusion."
synthetic,macho_meals_fg2_run03,enriched,fg2,3,chain_depth,registry,2.1875,,16,_comparable_window,mean; the maximum and the full distribution are reported alongside
synthetic,macho_meals_fg2_run03,enriched,fg2,3,participant_turns,derived_support,35,35,,_comparable_window,
synthetic,macho_meals_fg2_run03,enriched,fg2,3,moderator_turns,derived_support,16,16,,_comparable_window,
synthetic,macho_meals_fg2_run03,enriched,fg2,3,participant_words,derived_support,7956,7956,,_comparable_window,
synthetic,macho_meals_fg2_run03,enriched,fg2,3,total_words,derived_support,8706,8706,,_comparable_window,
synthetic,macho_meals_fg2_run03,enriched,fg2,3,chain_depth_max,derived_support,5,,16,_comparable_window,
synthetic,macho_meals_fg2_run03,enriched,fg2,3,chain_depth_n_chains,derived_support,16,16,,_comparable_window,
synthetic,macho_meals_fg2_run03,enriched,fg2,3,reference_density_ambiguous_names_excluded,derived_support,0,0,,_comparable_window,
synthetic,macho_meals_fg1_run02,enriched,fg1,2,words_per_turn_median,registry,235.5,,32,_comparable_window,report with IQR and the full distribution; never the mean alone
synthetic,macho_meals_fg1_run02,enriched,fg1,2,words_per_turn_iqr,registry,84.5,,32,_comparable_window,
synthetic,macho_meals_fg1_run02,enriched,fg1,2,short_turn_proportion_25w,registry,0.0,0,32,_comparable_window,
synthetic,macho_meals_fg1_run02,enriched,fg1,2,short_turn_proportion_10w,registry,0.0,0,32,_comparable_window,sensitivity variant of the frozen 25-word threshold
synthetic,macho_meals_fg1_run02,enriched,fg1,2,short_turn_proportion_50w,registry,0.0,0,32,_comparable_window,sensitivity variant of the frozen 25-word threshold
synthetic,macho_meals_fg1_run02,enriched,fg1,2,turn_balance_gini,registry,0.0875,,32,_comparable_window,raw per-participant turn vector retained in structural_distributions_long
synthetic,macho_meals_fg1_run02,enriched,fg1,2,word_balance_gini,registry,0.1069,,7130,_comparable_window,raw per-participant word vector retained in structural_distributions_long
synthetic,macho_meals_fg1_run02,enriched,fg1,2,moderator_turn_share,registry,0.3191,15,47,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
synthetic,macho_meals_fg1_run02,enriched,fg1,2,moderator_word_share,registry,0.0952,750,7880,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
synthetic,macho_meals_fg1_run02,enriched,fg1,2,participant_participant_adjacency,registry,0.3696,17,46,_comparable_window,
synthetic,macho_meals_fg1_run02,enriched,fg1,2,reference_density,registry,0.5938,19,32,_comparable_window,"DIAGNOSTIC. Explicit first-name token match on the run roster only: misses pronominal, positional and indirect reference, so it understates real referencing. LOWER BOUND — 1 ambiguous roster name(s) excluded: ['will']."
synthetic,macho_meals_fg1_run02,enriched,fg1,2,chain_depth,registry,2.1333,,15,_comparable_window,mean; the maximum and the full distribution are reported alongside
synthetic,macho_meals_fg1_run02,enriched,fg1,2,participant_turns,derived_support,32,32,,_comparable_window,
synthetic,macho_meals_fg1_run02,enriched,fg1,2,moderator_turns,derived_support,15,15,,_comparable_window,
synthetic,macho_meals_fg1_run02,enriched,fg1,2,participant_words,derived_support,7130,7130,,_comparable_window,
synthetic,macho_meals_fg1_run02,enriched,fg1,2,total_words,derived_support,7880,7880,,_comparable_window,
synthetic,macho_meals_fg1_run02,enriched,fg1,2,chain_depth_max,derived_support,4,,15,_comparable_window,
synthetic,macho_meals_fg1_run02,enriched,fg1,2,chain_depth_n_chains,derived_support,15,15,,_comparable_window,
synthetic,macho_meals_fg1_run02,enriched,fg1,2,reference_density_ambiguous_names_excluded,derived_support,1,1,,_comparable_window,excluded: ['will']
synthetic,macho_meals_fg5_run04,enriched,fg5,3,words_per_turn_median,registry,243.0,,32,_comparable_window,report with IQR and the full distribution; never the mean alone
synthetic,macho_meals_fg5_run04,enriched,fg5,3,words_per_turn_iqr,registry,63.5,,32,_comparable_window,
synthetic,macho_meals_fg5_run04,enriched,fg5,3,short_turn_proportion_25w,registry,0.0,0,32,_comparable_window,
synthetic,macho_meals_fg5_run04,enriched,fg5,3,short_turn_proportion_10w,registry,0.0,0,32,_comparable_window,sensitivity variant of the frozen 25-word threshold
synthetic,macho_meals_fg5_run04,enriched,fg5,3,short_turn_proportion_50w,registry,0.0,0,32,_comparable_window,sensitivity variant of the frozen 25-word threshold
synthetic,macho_meals_fg5_run04,enriched,fg5,3,turn_balance_gini,registry,0.0469,,32,_comparable_window,raw per-participant turn vector retained in structural_distributions_long
synthetic,macho_meals_fg5_run04,enriched,fg5,3,word_balance_gini,registry,0.1124,,7540,_comparable_window,raw per-participant word vector retained in structural_distributions_long
synthetic,macho_meals_fg5_run04,enriched,fg5,3,moderator_turn_share,registry,0.3725,19,51,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
synthetic,macho_meals_fg5_run04,enriched,fg5,3,moderator_word_share,registry,0.1519,1350,8890,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
synthetic,macho_meals_fg5_run04,enriched,fg5,3,participant_participant_adjacency,registry,0.26,13,50,_comparable_window,
synthetic,macho_meals_fg5_run04,enriched,fg5,3,reference_density,registry,0.8125,26,32,_comparable_window,"DIAGNOSTIC. Explicit first-name token match on the run roster only: misses pronominal, positional and indirect reference, so it understates real referencing. No roster name required exclusion."
synthetic,macho_meals_fg5_run04,enriched,fg5,3,chain_depth,registry,1.6842,,19,_comparable_window,mean; the maximum and the full distribution are reported alongside
synthetic,macho_meals_fg5_run04,enriched,fg5,3,participant_turns,derived_support,32,32,,_comparable_window,
synthetic,macho_meals_fg5_run04,enriched,fg5,3,moderator_turns,derived_support,19,19,,_comparable_window,
synthetic,macho_meals_fg5_run04,enriched,fg5,3,participant_words,derived_support,7540,7540,,_comparable_window,
synthetic,macho_meals_fg5_run04,enriched,fg5,3,total_words,derived_support,8890,8890,,_comparable_window,
synthetic,macho_meals_fg5_run04,enriched,fg5,3,chain_depth_max,derived_support,5,,19,_comparable_window,
synthetic,macho_meals_fg5_run04,enriched,fg5,3,chain_depth_n_chains,derived_support,19,19,,_comparable_window,
synthetic,macho_meals_fg5_run04,enriched,fg5,3,reference_density_ambiguous_names_excluded,derived_support,0,0,,_comparable_window,
synthetic,macho_meals_fg2_demoonly_run01,demographics-only,fg2,1,words_per_turn_median,registry,199.5,,36,_comparable_window,report with IQR and the full distribution; never the mean alone
synthetic,macho_meals_fg2_demoonly_run01,demographics-only,fg2,1,words_per_turn_iqr,registry,65.0,,36,_comparable_window,
synthetic,macho_meals_fg2_demoonly_run01,demographics-only,fg2,1,short_turn_proportion_25w,registry,0.0,0,36,_comparable_window,
synthetic,macho_meals_fg2_demoonly_run01,demographics-only,fg2,1,short_turn_proportion_10w,registry,0.0,0,36,_comparable_window,sensitivity variant of the frozen 25-word threshold
synthetic,macho_meals_fg2_demoonly_run01,demographics-only,fg2,1,short_turn_proportion_50w,registry,0.0,0,36,_comparable_window,sensitivity variant of the frozen 25-word threshold
synthetic,macho_meals_fg2_demoonly_run01,demographics-only,fg2,1,turn_balance_gini,registry,0.0667,,36,_comparable_window,raw per-participant turn vector retained in structural_distributions_long
synthetic,macho_meals_fg2_demoonly_run01,demographics-only,fg2,1,word_balance_gini,registry,0.0638,,7236,_comparable_window,raw per-participant word vector retained in structural_distributions_long
synthetic,macho_meals_fg2_demoonly_run01,demographics-only,fg2,1,moderator_turn_share,registry,0.2941,15,51,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
synthetic,macho_meals_fg2_demoonly_run01,demographics-only,fg2,1,moderator_word_share,registry,0.0999,803,8039,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
synthetic,macho_meals_fg2_demoonly_run01,demographics-only,fg2,1,participant_participant_adjacency,registry,0.42,21,50,_comparable_window,
synthetic,macho_meals_fg2_demoonly_run01,demographics-only,fg2,1,reference_density,registry,0.5278,19,36,_comparable_window,"DIAGNOSTIC. Explicit first-name token match on the run roster only: misses pronominal, positional and indirect reference, so it understates real referencing. No roster name required exclusion."
synthetic,macho_meals_fg2_demoonly_run01,demographics-only,fg2,1,chain_depth,registry,2.4,,15,_comparable_window,mean; the maximum and the full distribution are reported alongside
synthetic,macho_meals_fg2_demoonly_run01,demographics-only,fg2,1,participant_turns,derived_support,36,36,,_comparable_window,
synthetic,macho_meals_fg2_demoonly_run01,demographics-only,fg2,1,moderator_turns,derived_support,15,15,,_comparable_window,
synthetic,macho_meals_fg2_demoonly_run01,demographics-only,fg2,1,participant_words,derived_support,7236,7236,,_comparable_window,
synthetic,macho_meals_fg2_demoonly_run01,demographics-only,fg2,1,total_words,derived_support,8039,8039,,_comparable_window,
synthetic,macho_meals_fg2_demoonly_run01,demographics-only,fg2,1,chain_depth_max,derived_support,5,,15,_comparable_window,
synthetic,macho_meals_fg2_demoonly_run01,demographics-only,fg2,1,chain_depth_n_chains,derived_support,15,15,,_comparable_window,
synthetic,macho_meals_fg2_demoonly_run01,demographics-only,fg2,1,reference_density_ambiguous_names_excluded,derived_support,0,0,,_comparable_window,
synthetic,macho_meals_fg1_demoonly_run02,demographics-only,fg1,2,words_per_turn_median,registry,220,,35,_comparable_window,report with IQR and the full distribution; never the mean alone
synthetic,macho_meals_fg1_demoonly_run02,demographics-only,fg1,2,words_per_turn_iqr,registry,60.0,,35,_comparable_window,
synthetic,macho_meals_fg1_demoonly_run02,demographics-only,fg1,2,short_turn_proportion_25w,registry,0.0,0,35,_comparable_window,
synthetic,macho_meals_fg1_demoonly_run02,demographics-only,fg1,2,short_turn_proportion_10w,registry,0.0,0,35,_comparable_window,sensitivity variant of the frozen 25-word threshold
synthetic,macho_meals_fg1_demoonly_run02,demographics-only,fg1,2,short_turn_proportion_50w,registry,0.0,0,35,_comparable_window,sensitivity variant of the frozen 25-word threshold
synthetic,macho_meals_fg1_demoonly_run02,demographics-only,fg1,2,turn_balance_gini,registry,0.1371,,35,_comparable_window,raw per-participant turn vector retained in structural_distributions_long
synthetic,macho_meals_fg1_demoonly_run02,demographics-only,fg1,2,word_balance_gini,registry,0.1614,,7131,_comparable_window,raw per-participant word vector retained in structural_distributions_long
synthetic,macho_meals_fg1_demoonly_run02,demographics-only,fg1,2,moderator_turn_share,registry,0.3269,17,52,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
synthetic,macho_meals_fg1_demoonly_run02,demographics-only,fg1,2,moderator_word_share,registry,0.1529,1287,8418,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
synthetic,macho_meals_fg1_demoonly_run02,demographics-only,fg1,2,participant_participant_adjacency,registry,0.4118,21,51,_comparable_window,
synthetic,macho_meals_fg1_demoonly_run02,demographics-only,fg1,2,reference_density,registry,0.4,14,35,_comparable_window,"DIAGNOSTIC. Explicit first-name token match on the run roster only: misses pronominal, positional and indirect reference, so it understates real referencing. LOWER BOUND — 1 ambiguous roster name(s) excluded: ['will']."
synthetic,macho_meals_fg1_demoonly_run02,demographics-only,fg1,2,chain_depth,registry,2.5,,14,_comparable_window,mean; the maximum and the full distribution are reported alongside
synthetic,macho_meals_fg1_demoonly_run02,demographics-only,fg1,2,participant_turns,derived_support,35,35,,_comparable_window,
synthetic,macho_meals_fg1_demoonly_run02,demographics-only,fg1,2,moderator_turns,derived_support,17,17,,_comparable_window,
synthetic,macho_meals_fg1_demoonly_run02,demographics-only,fg1,2,participant_words,derived_support,7131,7131,,_comparable_window,
synthetic,macho_meals_fg1_demoonly_run02,demographics-only,fg1,2,total_words,derived_support,8418,8418,,_comparable_window,
synthetic,macho_meals_fg1_demoonly_run02,demographics-only,fg1,2,chain_depth_max,derived_support,5,,14,_comparable_window,
synthetic,macho_meals_fg1_demoonly_run02,demographics-only,fg1,2,chain_depth_n_chains,derived_support,14,14,,_comparable_window,
synthetic,macho_meals_fg1_demoonly_run02,demographics-only,fg1,2,reference_density_ambiguous_names_excluded,derived_support,1,1,,_comparable_window,excluded: ['will']
synthetic,macho_meals_fg2_run02,enriched,fg2,2,words_per_turn_median,registry,223.0,,42,_comparable_window,report with IQR and the full distribution; never the mean alone
synthetic,macho_meals_fg2_run02,enriched,fg2,2,words_per_turn_iqr,registry,98.25,,42,_comparable_window,
synthetic,macho_meals_fg2_run02,enriched,fg2,2,short_turn_proportion_25w,registry,0.0,0,42,_comparable_window,
synthetic,macho_meals_fg2_run02,enriched,fg2,2,short_turn_proportion_10w,registry,0.0,0,42,_comparable_window,sensitivity variant of the frozen 25-word threshold
synthetic,macho_meals_fg2_run02,enriched,fg2,2,short_turn_proportion_50w,registry,0.0,0,42,_comparable_window,sensitivity variant of the frozen 25-word threshold
synthetic,macho_meals_fg2_run02,enriched,fg2,2,turn_balance_gini,registry,0.0476,,42,_comparable_window,raw per-participant turn vector retained in structural_distributions_long
synthetic,macho_meals_fg2_run02,enriched,fg2,2,word_balance_gini,registry,0.0606,,8885,_comparable_window,raw per-participant word vector retained in structural_distributions_long
synthetic,macho_meals_fg2_run02,enriched,fg2,2,moderator_turn_share,registry,0.3115,19,61,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
synthetic,macho_meals_fg2_run02,enriched,fg2,2,moderator_word_share,registry,0.1025,1015,9900,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
synthetic,macho_meals_fg2_run02,enriched,fg2,2,participant_participant_adjacency,registry,0.3833,23,60,_comparable_window,
synthetic,macho_meals_fg2_run02,enriched,fg2,2,reference_density,registry,0.619,26,42,_comparable_window,"DIAGNOSTIC. Explicit first-name token match on the run roster only: misses pronominal, positional and indirect reference, so it understates real referencing. No roster name required exclusion."
synthetic,macho_meals_fg2_run02,enriched,fg2,2,chain_depth,registry,2.2105,,19,_comparable_window,mean; the maximum and the full distribution are reported alongside
synthetic,macho_meals_fg2_run02,enriched,fg2,2,participant_turns,derived_support,42,42,,_comparable_window,
synthetic,macho_meals_fg2_run02,enriched,fg2,2,moderator_turns,derived_support,19,19,,_comparable_window,
synthetic,macho_meals_fg2_run02,enriched,fg2,2,participant_words,derived_support,8885,8885,,_comparable_window,
synthetic,macho_meals_fg2_run02,enriched,fg2,2,total_words,derived_support,9900,9900,,_comparable_window,
synthetic,macho_meals_fg2_run02,enriched,fg2,2,chain_depth_max,derived_support,5,,19,_comparable_window,
synthetic,macho_meals_fg2_run02,enriched,fg2,2,chain_depth_n_chains,derived_support,19,19,,_comparable_window,
synthetic,macho_meals_fg2_run02,enriched,fg2,2,reference_density_ambiguous_names_excluded,derived_support,0,0,,_comparable_window,
synthetic,macho_meals_fg5_demoonly_run02,demographics-only,fg5,2,words_per_turn_median,registry,253.5,,32,_comparable_window,report with IQR and the full distribution; never the mean alone
synthetic,macho_meals_fg5_demoonly_run02,demographics-only,fg5,2,words_per_turn_iqr,registry,29.5,,32,_comparable_window,
synthetic,macho_meals_fg5_demoonly_run02,demographics-only,fg5,2,short_turn_proportion_25w,registry,0.0,0,32,_comparable_window,
synthetic,macho_meals_fg5_demoonly_run02,demographics-only,fg5,2,short_turn_proportion_10w,registry,0.0,0,32,_comparable_window,sensitivity variant of the frozen 25-word threshold
synthetic,macho_meals_fg5_demoonly_run02,demographics-only,fg5,2,short_turn_proportion_50w,registry,0.0,0,32,_comparable_window,sensitivity variant of the frozen 25-word threshold
synthetic,macho_meals_fg5_demoonly_run02,demographics-only,fg5,2,turn_balance_gini,registry,0.0938,,32,_comparable_window,raw per-participant turn vector retained in structural_distributions_long
synthetic,macho_meals_fg5_demoonly_run02,demographics-only,fg5,2,word_balance_gini,registry,0.1183,,7819,_comparable_window,raw per-participant word vector retained in structural_distributions_long
synthetic,macho_meals_fg5_demoonly_run02,demographics-only,fg5,2,moderator_turn_share,registry,0.3725,19,51,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
synthetic,macho_meals_fg5_demoonly_run02,demographics-only,fg5,2,moderator_word_share,registry,0.1163,1029,8848,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
synthetic,macho_meals_fg5_demoonly_run02,demographics-only,fg5,2,participant_participant_adjacency,registry,0.26,13,50,_comparable_window,
synthetic,macho_meals_fg5_demoonly_run02,demographics-only,fg5,2,reference_density,registry,0.875,28,32,_comparable_window,"DIAGNOSTIC. Explicit first-name token match on the run roster only: misses pronominal, positional and indirect reference, so it understates real referencing. No roster name required exclusion."
synthetic,macho_meals_fg5_demoonly_run02,demographics-only,fg5,2,chain_depth,registry,1.6842,,19,_comparable_window,mean; the maximum and the full distribution are reported alongside
synthetic,macho_meals_fg5_demoonly_run02,demographics-only,fg5,2,participant_turns,derived_support,32,32,,_comparable_window,
synthetic,macho_meals_fg5_demoonly_run02,demographics-only,fg5,2,moderator_turns,derived_support,19,19,,_comparable_window,
synthetic,macho_meals_fg5_demoonly_run02,demographics-only,fg5,2,participant_words,derived_support,7819,7819,,_comparable_window,
synthetic,macho_meals_fg5_demoonly_run02,demographics-only,fg5,2,total_words,derived_support,8848,8848,,_comparable_window,
synthetic,macho_meals_fg5_demoonly_run02,demographics-only,fg5,2,chain_depth_max,derived_support,5,,19,_comparable_window,
synthetic,macho_meals_fg5_demoonly_run02,demographics-only,fg5,2,chain_depth_n_chains,derived_support,19,19,,_comparable_window,
synthetic,macho_meals_fg5_demoonly_run02,demographics-only,fg5,2,reference_density_ambiguous_names_excluded,derived_support,0,0,,_comparable_window,
synthetic,macho_meals_fg1_demoonly_run03,demographics-only,fg1,3,words_per_turn_median,registry,216,,39,_comparable_window,report with IQR and the full distribution; never the mean alone
synthetic,macho_meals_fg1_demoonly_run03,demographics-only,fg1,3,words_per_turn_iqr,registry,69.0,,39,_comparable_window,
synthetic,macho_meals_fg1_demoonly_run03,demographics-only,fg1,3,short_turn_proportion_25w,registry,0.0,0,39,_comparable_window,
synthetic,macho_meals_fg1_demoonly_run03,demographics-only,fg1,3,short_turn_proportion_10w,registry,0.0,0,39,_comparable_window,sensitivity variant of the frozen 25-word threshold
synthetic,macho_meals_fg1_demoonly_run03,demographics-only,fg1,3,short_turn_proportion_50w,registry,0.0,0,39,_comparable_window,sensitivity variant of the frozen 25-word threshold
synthetic,macho_meals_fg1_demoonly_run03,demographics-only,fg1,3,turn_balance_gini,registry,0.0615,,39,_comparable_window,raw per-participant turn vector retained in structural_distributions_long
synthetic,macho_meals_fg1_demoonly_run03,demographics-only,fg1,3,word_balance_gini,registry,0.1159,,8047,_comparable_window,raw per-participant word vector retained in structural_distributions_long
synthetic,macho_meals_fg1_demoonly_run03,demographics-only,fg1,3,moderator_turn_share,registry,0.2778,15,54,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
synthetic,macho_meals_fg1_demoonly_run03,demographics-only,fg1,3,moderator_word_share,registry,0.0771,672,8719,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
synthetic,macho_meals_fg1_demoonly_run03,demographics-only,fg1,3,participant_participant_adjacency,registry,0.4528,24,53,_comparable_window,
synthetic,macho_meals_fg1_demoonly_run03,demographics-only,fg1,3,reference_density,registry,0.4103,16,39,_comparable_window,"DIAGNOSTIC. Explicit first-name token match on the run roster only: misses pronominal, positional and indirect reference, so it understates real referencing. LOWER BOUND — 1 ambiguous roster name(s) excluded: ['will']."
synthetic,macho_meals_fg1_demoonly_run03,demographics-only,fg1,3,chain_depth,registry,2.6,,15,_comparable_window,mean; the maximum and the full distribution are reported alongside
synthetic,macho_meals_fg1_demoonly_run03,demographics-only,fg1,3,participant_turns,derived_support,39,39,,_comparable_window,
synthetic,macho_meals_fg1_demoonly_run03,demographics-only,fg1,3,moderator_turns,derived_support,15,15,,_comparable_window,
synthetic,macho_meals_fg1_demoonly_run03,demographics-only,fg1,3,participant_words,derived_support,8047,8047,,_comparable_window,
synthetic,macho_meals_fg1_demoonly_run03,demographics-only,fg1,3,total_words,derived_support,8719,8719,,_comparable_window,
synthetic,macho_meals_fg1_demoonly_run03,demographics-only,fg1,3,chain_depth_max,derived_support,5,,15,_comparable_window,
synthetic,macho_meals_fg1_demoonly_run03,demographics-only,fg1,3,chain_depth_n_chains,derived_support,15,15,,_comparable_window,
synthetic,macho_meals_fg1_demoonly_run03,demographics-only,fg1,3,reference_density_ambiguous_names_excluded,derived_support,1,1,,_comparable_window,excluded: ['will']
synthetic,macho_meals_fg4_demoonly_run03,demographics-only,fg4,3,words_per_turn_median,registry,243,,27,_comparable_window,report with IQR and the full distribution; never the mean alone
synthetic,macho_meals_fg4_demoonly_run03,demographics-only,fg4,3,words_per_turn_iqr,registry,33.0,,27,_comparable_window,
synthetic,macho_meals_fg4_demoonly_run03,demographics-only,fg4,3,short_turn_proportion_25w,registry,0.0,0,27,_comparable_window,
synthetic,macho_meals_fg4_demoonly_run03,demographics-only,fg4,3,short_turn_proportion_10w,registry,0.0,0,27,_comparable_window,sensitivity variant of the frozen 25-word threshold
synthetic,macho_meals_fg4_demoonly_run03,demographics-only,fg4,3,short_turn_proportion_50w,registry,0.0,0,27,_comparable_window,sensitivity variant of the frozen 25-word threshold
synthetic,macho_meals_fg4_demoonly_run03,demographics-only,fg4,3,turn_balance_gini,registry,0.0494,,27,_comparable_window,raw per-participant turn vector retained in structural_distributions_long
synthetic,macho_meals_fg4_demoonly_run03,demographics-only,fg4,3,word_balance_gini,registry,0.0242,,6428,_comparable_window,raw per-participant word vector retained in structural_distributions_long
synthetic,macho_meals_fg4_demoonly_run03,demographics-only,fg4,3,moderator_turn_share,registry,0.3571,15,42,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
synthetic,macho_meals_fg4_demoonly_run03,demographics-only,fg4,3,moderator_word_share,registry,0.1353,1006,7434,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
synthetic,macho_meals_fg4_demoonly_run03,demographics-only,fg4,3,participant_participant_adjacency,registry,0.3171,13,41,_comparable_window,
synthetic,macho_meals_fg4_demoonly_run03,demographics-only,fg4,3,reference_density,registry,0.5556,15,27,_comparable_window,"DIAGNOSTIC. Explicit first-name token match on the run roster only: misses pronominal, positional and indirect reference, so it understates real referencing. LOWER BOUND — 1 ambiguous roster name(s) excluded: ['mark']."
synthetic,macho_meals_fg4_demoonly_run03,demographics-only,fg4,3,chain_depth,registry,1.9286,,14,_comparable_window,mean; the maximum and the full distribution are reported alongside
synthetic,macho_meals_fg4_demoonly_run03,demographics-only,fg4,3,participant_turns,derived_support,27,27,,_comparable_window,
synthetic,macho_meals_fg4_demoonly_run03,demographics-only,fg4,3,moderator_turns,derived_support,15,15,,_comparable_window,
synthetic,macho_meals_fg4_demoonly_run03,demographics-only,fg4,3,participant_words,derived_support,6428,6428,,_comparable_window,
synthetic,macho_meals_fg4_demoonly_run03,demographics-only,fg4,3,total_words,derived_support,7434,7434,,_comparable_window,
synthetic,macho_meals_fg4_demoonly_run03,demographics-only,fg4,3,chain_depth_max,derived_support,5,,14,_comparable_window,
synthetic,macho_meals_fg4_demoonly_run03,demographics-only,fg4,3,chain_depth_n_chains,derived_support,14,14,,_comparable_window,
synthetic,macho_meals_fg4_demoonly_run03,demographics-only,fg4,3,reference_density_ambiguous_names_excluded,derived_support,1,1,,_comparable_window,excluded: ['mark']
synthetic,macho_meals_fg5_demoonly_run01,demographics-only,fg5,1,words_per_turn_median,registry,225.5,,30,_comparable_window,report with IQR and the full distribution; never the mean alone
synthetic,macho_meals_fg5_demoonly_run01,demographics-only,fg5,1,words_per_turn_iqr,registry,49.5,,30,_comparable_window,
synthetic,macho_meals_fg5_demoonly_run01,demographics-only,fg5,1,short_turn_proportion_25w,registry,0.0,0,30,_comparable_window,
synthetic,macho_meals_fg5_demoonly_run01,demographics-only,fg5,1,short_turn_proportion_10w,registry,0.0,0,30,_comparable_window,sensitivity variant of the frozen 25-word threshold
synthetic,macho_meals_fg5_demoonly_run01,demographics-only,fg5,1,short_turn_proportion_50w,registry,0.0,0,30,_comparable_window,sensitivity variant of the frozen 25-word threshold
synthetic,macho_meals_fg5_demoonly_run01,demographics-only,fg5,1,turn_balance_gini,registry,0.1,,30,_comparable_window,raw per-participant turn vector retained in structural_distributions_long
synthetic,macho_meals_fg5_demoonly_run01,demographics-only,fg5,1,word_balance_gini,registry,0.0832,,6797,_comparable_window,raw per-participant word vector retained in structural_distributions_long
synthetic,macho_meals_fg5_demoonly_run01,demographics-only,fg5,1,moderator_turn_share,registry,0.3333,15,45,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
synthetic,macho_meals_fg5_demoonly_run01,demographics-only,fg5,1,moderator_word_share,registry,0.0953,716,7513,_comparable_window,affected by the sub-entry Q1 boundary: the dropped prefix is moderator text
synthetic,macho_meals_fg5_demoonly_run01,demographics-only,fg5,1,participant_participant_adjacency,registry,0.3409,15,44,_comparable_window,
synthetic,macho_meals_fg5_demoonly_run01,demographics-only,fg5,1,reference_density,registry,0.8,24,30,_comparable_window,"DIAGNOSTIC. Explicit first-name token match on the run roster only: misses pronominal, positional and indirect reference, so it understates real referencing. No roster name required exclusion."
