physical_run,condition,fg,canonical_replication_index,excerpt_index,k_excerpts,k_reason,n_eligible_starts,start_entry_index,end_entry_index,n_entries,target_words,achieved_words,achieved_over_target,length_match_tolerance,within_tolerance,first_entry_exceeds_target,human_present_n,excerpt_localized_n,shared_n,evidence_localized_length_matched_recall,evidence_localized_length_matched_precision,namespace,caveat
macho_meals_fg4_run03,enriched,fg4,3,6,10,,31,18,37,20,3440,3440,1.0,0.9,True,False,6,2,1,0.1667,0.5,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg4_run03,enriched,fg4,3,7,10,,31,21,40,20,3440,3375,0.9811,0.9,True,False,6,2,1,0.1667,0.5,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg4_run03,enriched,fg4,3,8,10,,31,24,43,20,3440,3378,0.982,0.9,True,False,6,3,1,0.1667,0.3333,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg4_run03,enriched,fg4,3,9,10,,31,27,45,19,3440,3281,0.9538,0.9,True,False,6,3,1,0.1667,0.3333,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg4_run03,enriched,fg4,3,10,10,,31,30,48,19,3440,3233,0.9398,0.9,True,False,6,3,1,0.1667,0.3333,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg4_demoonly_run01,demographics-only,fg4,1,1,10,,24,1,19,19,3440,3415,0.9927,0.9,True,False,6,0,0,0.0,,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg4_demoonly_run01,demographics-only,fg4,1,2,10,,24,4,22,19,3440,3373,0.9805,0.9,True,False,6,1,0,0.0,0.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg4_demoonly_run01,demographics-only,fg4,1,3,10,,24,6,24,19,3440,3414,0.9924,0.9,True,False,6,1,0,0.0,0.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg4_demoonly_run01,demographics-only,fg4,1,4,10,,24,8,25,18,3440,3438,0.9994,0.9,True,False,6,1,0,0.0,0.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg4_demoonly_run01,demographics-only,fg4,1,5,10,,24,11,28,18,3440,3325,0.9666,0.9,True,False,6,1,0,0.0,0.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg4_demoonly_run01,demographics-only,fg4,1,6,10,,24,13,32,20,3440,3334,0.9692,0.9,True,False,6,1,0,0.0,0.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg4_demoonly_run01,demographics-only,fg4,1,7,10,,24,16,35,20,3440,3378,0.982,0.9,True,False,6,1,0,0.0,0.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg4_demoonly_run01,demographics-only,fg4,1,8,10,,24,18,37,20,3440,3260,0.9477,0.9,True,False,6,1,0,0.0,0.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg4_demoonly_run01,demographics-only,fg4,1,9,10,,24,20,38,19,3440,3180,0.9244,0.9,True,False,6,1,0,0.0,0.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg4_demoonly_run01,demographics-only,fg4,1,10,10,,24,23,41,19,3440,3354,0.975,0.9,True,False,6,1,0,0.0,0.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg2_run03,enriched,fg2,3,1,10,,38,3,20,18,2963,2844,0.9598,0.9,True,False,7,2,1,0.1429,0.5,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg2_run03,enriched,fg2,3,2,10,,38,7,23,17,2963,2793,0.9426,0.9,True,False,7,2,1,0.1429,0.5,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg2_run03,enriched,fg2,3,3,10,,38,11,27,17,2963,2858,0.9646,0.9,True,False,7,2,1,0.1429,0.5,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg2_run03,enriched,fg2,3,4,10,,38,15,30,16,2963,2839,0.9582,0.9,True,False,7,2,1,0.1429,0.5,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg2_run03,enriched,fg2,3,5,10,,38,18,33,16,2963,2852,0.9625,0.9,True,False,7,1,0,0.0,0.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg2_run03,enriched,fg2,3,6,10,,38,22,37,16,2963,2702,0.9119,0.9,True,False,7,1,0,0.0,0.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg2_run03,enriched,fg2,3,7,10,,38,26,41,16,2963,2858,0.9646,0.9,True,False,7,0,0,0.0,,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg2_run03,enriched,fg2,3,8,10,,38,30,43,14,2963,2719,0.9177,0.9,True,False,7,0,0,0.0,,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg2_run03,enriched,fg2,3,9,10,,38,34,49,16,2963,2956,0.9976,0.9,True,False,7,1,0,0.0,0.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg2_run03,enriched,fg2,3,10,10,,38,37,51,15,2963,2740,0.9247,0.9,True,False,7,1,0,0.0,0.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg1_run02,enriched,fg1,2,1,10,,34,3,22,20,2916,2907,0.9969,0.9,True,False,8,3,3,0.375,1.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg1_run02,enriched,fg1,2,2,10,,34,6,24,19,2916,2881,0.988,0.9,True,False,8,3,3,0.375,1.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg1_run02,enriched,fg1,2,3,10,,34,9,26,18,2916,2754,0.9444,0.9,True,False,8,3,3,0.375,1.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg1_run02,enriched,fg1,2,4,10,,34,13,28,16,2916,2663,0.9132,0.9,True,False,8,3,3,0.375,1.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg1_run02,enriched,fg1,2,5,10,,34,16,30,15,2916,2756,0.9451,0.9,True,False,8,3,3,0.375,1.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg1_run02,enriched,fg1,2,6,10,,34,20,33,14,2916,2702,0.9266,0.9,True,False,8,2,2,0.25,1.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg1_run02,enriched,fg1,2,7,10,,34,23,37,15,2916,2742,0.9403,0.9,True,False,8,0,0,0.0,,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg1_run02,enriched,fg1,2,8,10,,34,26,40,15,2916,2814,0.965,0.9,True,False,8,0,0,0.0,,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg1_run02,enriched,fg1,2,9,10,,34,30,44,15,2916,2880,0.9877,0.9,True,False,8,0,0,0.0,,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg1_run02,enriched,fg1,2,10,10,,34,33,47,15,2916,2717,0.9318,0.9,True,False,8,0,0,0.0,,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg5_run04,enriched,fg5,3,1,10,,20,2,37,36,6495,6288,0.9681,0.9,True,False,5,2,2,0.4,1.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg5_run04,enriched,fg5,3,2,10,,20,4,38,35,6495,6281,0.9671,0.9,True,False,5,2,2,0.4,1.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg5_run04,enriched,fg5,3,3,10,,20,6,40,35,6495,6362,0.9795,0.9,True,False,5,2,2,0.4,1.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg5_run04,enriched,fg5,3,4,10,,20,8,42,35,6495,6378,0.982,0.9,True,False,5,2,2,0.4,1.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg5_run04,enriched,fg5,3,5,10,,20,10,44,35,6495,6399,0.9852,0.9,True,False,5,2,2,0.4,1.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg5_run04,enriched,fg5,3,6,10,,20,12,46,35,6495,6310,0.9715,0.9,True,False,5,2,2,0.4,1.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg5_run04,enriched,fg5,3,7,10,,20,14,48,35,6495,6382,0.9826,0.9,True,False,5,2,2,0.4,1.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg5_run04,enriched,fg5,3,8,10,,20,16,50,35,6495,6368,0.9804,0.9,True,False,5,2,2,0.4,1.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg5_run04,enriched,fg5,3,9,10,,20,18,51,34,6495,6262,0.9641,0.9,True,False,5,2,2,0.4,1.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg5_run04,enriched,fg5,3,10,10,,20,20,51,32,6495,5971,0.9193,0.9,True,False,5,1,1,0.2,1.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg2_demoonly_run01,demographics-only,fg2,1,1,10,,35,3,21,19,2963,2759,0.9312,0.9,True,False,7,1,0,0.0,0.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg2_demoonly_run01,demographics-only,fg2,1,2,10,,35,7,24,18,2963,2816,0.9504,0.9,True,False,7,1,0,0.0,0.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg2_demoonly_run01,demographics-only,fg2,1,3,10,,35,10,26,17,2963,2746,0.9268,0.9,True,False,7,2,1,0.1429,0.5,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg2_demoonly_run01,demographics-only,fg2,1,4,10,,35,14,30,17,2963,2957,0.998,0.9,True,False,7,4,3,0.4286,0.75,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg2_demoonly_run01,demographics-only,fg2,1,5,10,,35,17,32,16,2963,2782,0.9389,0.9,True,False,7,4,3,0.4286,0.75,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg2_demoonly_run01,demographics-only,fg2,1,6,10,,35,21,36,16,2963,2772,0.9355,0.9,True,False,7,4,3,0.4286,0.75,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg2_demoonly_run01,demographics-only,fg2,1,7,10,,35,24,40,17,2963,2870,0.9686,0.9,True,False,7,4,3,0.4286,0.75,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg2_demoonly_run01,demographics-only,fg2,1,8,10,,35,28,44,17,2963,2926,0.9875,0.9,True,False,7,3,3,0.4286,1.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg2_demoonly_run01,demographics-only,fg2,1,9,10,,35,31,48,18,2963,2895,0.9771,0.9,True,False,7,3,2,0.2857,0.6667,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg2_demoonly_run01,demographics-only,fg2,1,10,10,,35,35,51,17,2963,2817,0.9507,0.9,True,False,7,3,2,0.2857,0.6667,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg1_demoonly_run02,demographics-only,fg1,2,1,10,,36,4,20,17,2916,2659,0.9119,0.9,True,False,8,1,1,0.125,1.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg1_demoonly_run02,demographics-only,fg1,2,2,10,,36,7,23,17,2916,2863,0.9818,0.9,True,False,8,1,1,0.125,1.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg1_demoonly_run02,demographics-only,fg1,2,3,10,,36,11,26,16,2916,2894,0.9925,0.9,True,False,8,2,2,0.25,1.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg1_demoonly_run02,demographics-only,fg1,2,4,10,,36,15,30,16,2916,2775,0.9516,0.9,True,False,8,3,3,0.375,1.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg1_demoonly_run02,demographics-only,fg1,2,5,10,,36,18,32,15,2916,2816,0.9657,0.9,True,False,8,3,3,0.375,1.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg1_demoonly_run02,demographics-only,fg1,2,6,10,,36,22,37,16,2916,2839,0.9736,0.9,True,False,8,3,3,0.375,1.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg1_demoonly_run02,demographics-only,fg1,2,7,10,,36,25,41,17,2916,2901,0.9949,0.9,True,False,8,3,3,0.375,1.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg1_demoonly_run02,demographics-only,fg1,2,8,10,,36,29,44,16,2916,2824,0.9684,0.9,True,False,8,1,1,0.125,1.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg1_demoonly_run02,demographics-only,fg1,2,9,10,,36,33,47,15,2916,2782,0.954,0.9,True,False,8,1,1,0.125,1.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg1_demoonly_run02,demographics-only,fg1,2,10,10,,36,36,52,17,2916,2818,0.9664,0.9,True,False,8,2,2,0.25,1.0,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg2_run02,enriched,fg2,2,1,10,,49,2,23,22,2963,2771,0.9352,0.9,True,False,7,3,2,0.2857,0.6667,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg2_run02,enriched,fg2,2,2,10,,49,7,26,20,2963,2816,0.9504,0.9,True,False,7,3,2,0.2857,0.6667,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
macho_meals_fg2_run02,enriched,fg2,2,3,10,,49,12,29,18,2963,2829,0.9548,0.9,True,False,7,3,2,0.2857,0.6667,_comparable_window,"PROXY, NOT tier1_length_matched_*: measures where already-coded evidence falls, derived from verified quote positions in the full-window Tier-1 result. The evaluator read the whole window, so this is a different estimand from coding the excerpt independently. tier1_length_matched_recall/_precision remain DEFERRED_NOT_IMPLEMENTED"
